title;content;url
Nadiem Makarim Penuhi Panggilan KPK, Didampingi Hotman Paris;"JAKARTA, KOMPAS.com -Mantan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbudristek) Nadiem Anwar Makarim memenuhi panggilan komisi Pemberantasan Korupsi (KPK), Kamis (7/8/2025).
Nadiem Makarim akan dimintai keterangan terkait penyelidikan pengadaan Google Cloud.
PantauanKompas.com, Nadiem Makarim tiba di Gedung Merah Putih KPK pada pukul 09.19 ditemani beberapa kuasa hukumnya, salah satunya Hotman Paris.
Baca juga:Hari Ini, Nadiem Makarim Diperiksa KPK Terkait Kasus Google Cloud
Nadiem tampak menyapa para awak media, dan dia terlihat mengenakan kemeja hijau muda serta menenteng tas berwarna hitam.
Saat ditanya soal pemeriksaannya, Nadiem hanya mengucapkan selamat pagi dan akan memberikan keterangan setelah pemeriksaan.
“Selamat pagi, sehat alhamdulillah nanti setelahnya ya,” kata Nadiem.
Dalam perkara ini, KPK sudah meminta keterangan dari sejumlah pihak, di antaranya mantan CEO PT Gojek Tokopedia Tbk (GOTO) Andre Soelistyo dan pemegang saham Melissa Siska Juminto pada Selasa (5/8/2025).
Baca juga:Kamis, KPK Panggil 2 Menteri Era Jokowi: Nadiem dan Yaqut Cholil
KPK mengungkapkan dugaan korupsi pengadaan Google Cloud di Kemendikbudristek terjadi saat pandemi Covid-19.
Pelaksana Tugas (Plt) Deputi Penindakan dan Eksekusi KPK Asep Guntur Rahayu mengatakan pengadaan Google Cloud dilakukan untuk menyimpan data dari seluruh sekolah di Indonesia yang menyelenggarakan kegiatan belajar secara daring.
""Waktu itu kita ingat zaman Covid-19, ya pembelajaran dengan menggunakan pembelajaran daring. Tugas-tugas anak-anak kita yang sedang belajar dan lain-lain, kemudian hasil ujian, itu datanya disimpan dalam bentuk cloud. Google Cloud-nya,"" kata Asep di Gedung Merah Putih, Jakarta, Kamis (24/7/2025).
Baca juga:Kamis, Nadiem Makarim Akan Penuhi Panggilan KPK Terkait Kasus Google Cloud
Asep mengatakan penyimpanan data tersebut sangat besar sehingga harus dilakukan pembayaran terhadap Google Cloud.
Dia menjelaskan bahwa proses pembayaran tersebut yang tengah diselidiki KPK.
“Di Google Cloud itu kita kan bayar, nah ini yang sedang kita dalami,"" ujar Asep.
Baca juga:KPK Panggil 2 Eks Menteri Jokowi Besok: Nadiem dan Yaqut Terseret Dugaan Kasus Korupsi
Asep juga mengatakan bahwa kasus pengadaan Google Cloud di Kemendikbudristek tersebut berbeda dengan kasus pengadaan laptop Chromebook yang diusut Kejaksaan Agung.
“Berbeda. Kenapa? Kalau Chromebook adalah pengadaan perangkat kerasnya,hardware-nya. Kalau Google Cloud itu adalah salah satusoftware-nya,"" ucap dia.";https://nasional.kompas.com/read/2025/08/07/09294091/nadiem-makarim-penuhi-panggilan-kpk-didampingi-hotman-paris
Eks Menag Yaqut Tiba di KPK, Siap Klarifikasi Kasus Kuota Haji;"JAKARTA, KOMPAS.com -Mantan Menteri Agama Yaqut Cholil Qoumas memenuhi panggilan Komisi Pemberantasan Korupsi (KPK), Kamis (7/8/2025), untuk memberikan keterangan terkait kasus dugan korupsi kuota haji yang sedang diselidiki KPK.
Yaqut mengaku siap memberikan klarifikasi terkait pembagian kuota haji kepada KPK.
“Alhamdulillah sehat. Saya dimintai klarifikasi dan keterangan terkait dengan pembagian kuota haji. Nanti saya sampaikan keterangan di dalam,” kata Yaqut.
Baca juga:Hari Ini, Eks Menag Gus Yaqut Diperiksa KPK Terkait Kuota Haji
Berdasarkan pantauanKompas.com, Yaqut tiba di Gedung Merah Putih KPK pukul 09.30 WIB mengenakan peci dan kemeja berwarna coklat.
Ia mengaku membawa dokumen terkait Surat Keputusan (SK) sebagai Menteri Agama.
“Saya hanya bawa SK sebagai menteri,” ujar Yaqut.
Baca juga:Kamis, KPK Panggil 2 Menteri Era Jokowi: Nadiem dan Yaqut Cholil
Sebelumnya, KPK mengisyaratkan bahwa penyelidikan kasus kuota haji 2024 dalam waktu dekat akan naik ke tahap penyidikan.
""Dalam waktu dekat mudah-mudahan kita sudah bisa melangkah ke tahap yang lebih pasti,"" kata Pelaksana Tugas (Plt) Deputi Penindakan dan Eksekusi KPK Asep Guntur Rahayu, dalam keterangannya yang dikutip, Minggu (20/7/2025).
Asep mengatakan, saat ini KPK masih memanggil sejumlah pihak untuk dimintai keterangan terkait kasus tersebut.
Baca juga:KPK Panggil Eks Menag Yaqut Kamis Besok, Terkait Kasus Kuota Haji
KPK melakukan penyelidikan dugaan korupsi kuota haji setelah mendeteksi adanya penyimpangan dalam proses pembagian penambahan kuota haji.
Asep mengatakan, pemerintah awalnya meminta penambahan kuota haji 2024 kepada Pemerintah Arab Saudi untuk memangkas antrean haji.
""Ini untuk memperpendek, memangkas itu (antrean haji) berarti kan kuotanya harus diperbesar, yang berangkatnya harus lebih banyak. Diberikan 20.000 (tambahan kuota haji). Nah, ini seharusnya digunakan untuk itu, itu yang sedang kita tangani,"" kata Asep, dalam keterangannya, Jumat (25/7/2025).
Baca juga:KPK Ungkap Pembagian Kuota Haji 2024 Tak Sesuai Aturan, Jatah Reguler Diberi ke Haji Khusus
Asep mengatakan, pembagian tambahan kuota haji itu diduga bermasalah.
Awalnya, tambahan kuota haji dibagi 8 persen untuk haji khusus dan 92 persen untuk haji reguler.
Namun, dalam pelaksanaannya, kuota dibagi rata masing-masing menjadi 50 persen.
Baca juga:KPK Sebut Sudah Beberapa Kali Gelar Perkara Kasus Kuota Haji 2024
""Seharusnya tidak dibagi 50-50, ini dibagi 50-50, jadi ada keuntungan yang diambil dari dia ke yang khusus ini,"" ujar Asep.
Asep mengatakan, penyelidik mulai meminta keterangan travel agent untuk menelusuri pembagian kuota haji tersebut.
“Kita sudah panggil travel agent, makanya kita sedang menelusuri dari hilir, kita sudah tahu ada pembagian, tetapi proses di hilirnya seperti apa, artinya di hilir berapa dia terima, artinya terima kuotanya dulu, berapa harganya ke masyarakat,"" ucap dia.";https://nasional.kompas.com/read/2025/08/07/09443461/eks-menag-yaqut-tiba-di-kpk-siap-klarifikasi-kasus-kuota-haji
Batalyon Teritorial Pembangunan Bakal Dikukuhkan di Upacara Kehormatan Militer;"JAKARTA, KOMPAS.com- Tak hanya Panglima Komando Pasukan Khusus (Pangkopassus), Panglima Korps Marinir (Pangkormar), dan Panglima Komando Pasukan Gerak Cepat (Pangkopasgat), tiga Batalyon bakal dikukuhkan dalam upacara Gelar Pasukan Operasional dan Kehormatan Militer bakal dilaksanakan di Pusdiklatpassus Kopassus, Batujajar, Bandung, Jawa Barat pada Minggu (10/8/2025).
Ketiga Batalyon itu adalah Batalyon Teritorial Pembangunan, Batalyon Infanteri Marinir, dan Batalyon Komando Kopasgat.
Dikutip dari laman resmi TNI,tni.mil.id, sejumlah Komando Daerah Militer (Kodam) baru, Komandan Daerah TNI AL (Kodaeral), Pangkodau, Pangkoopsau, Grup Kopassus, dan Brigade Teritorial Pembangunan juga bakal dikukuhkan.
Sebagaimana diberitakan, Batalyon Teritorial Pembangunan adalah struktur baru yang akan dibentuk dalam organisasi TNI.
Baca juga:Demonstrasi Udara Bakal Jadi Momen Puncak dalam Upacara Kehormatan Militer
Kepala Dinas Penerangan (Kadispen) TNI Angkatan Darat (AD) Brigjen Wahyu Yudhayana menjelaskan bahwa prajurit yang tergabung dalam batalyon tersebut disiapkan bukan untuk bertempur, melainkan untuk menjawab kebutuhan di tengah-tengah masyarakat, mulai dari ketahanan pangan hingga pelayanan kesehatan.
""Sebagai implementasi konkret, TNI AD berencana untuk membentuk Batalyon Teritorial Pembangunan yang tersebar di seluruh Indonesia untuk mendukung stabilitas dan pembangunan di 514 kabupaten/kota. Setiap batalion nantinya akan berdiri di lahan seluas 30 hektar dan akan memiliki kompi-kompi yang secara langsung menjawab kebutuhan masyarakat,"" ujar Wahyu kepada Kompas.com pada 3 Juni 2025.
Kemudian, Wahyu mengungkapkan, ada empat kompi yang akan dihadirkan di tengah-tengah masyarakat.
Baca juga:Pangkopassus, Pangkormar, Pangkopasgat Bakal Dikukuhkan di Upacara Gelar Kehormatan
Kompi pertama adalah Kompi Pertanian untuk mendukung ketahanan pangan dan swasembada nasional. Lalu, Kompi Peternakan yang akan memperkuat penyediaan protein hewani.
Selanjutnya, Kompi Medis sebagai ujung tombak pelayanan kesehatan masyarakat dan penanganan bencana.
Keempat, Kompi Zeni yang akan fokus pada pembangunan sarana prasarana, terutama di daerah tertinggal dan rawan bencana.
Sementara itu, Panglima TNI Jenderal TNI Agus Subiyanto telah meninjau langsung pelaksanaan geladi upacara di Lanud Suparlan, Pusdiklatpassus Kopassus, Batujajar, Bandung, Jawa Barat pada Selasa, 5 Agustus 2025.
Dalam arahannya, Panglima TNI mengapresiasi semangat para prajurit yang terlibat dan menekankan pentingnya penampilan terbaik.
""Saya lihat secara umum sudah bagus. Tampilkan yang terbaik di depan Presiden dan para Menteri,” kata Panglima Agus.
Baca juga:Gladi Upacara Kehormatan Militer di Batujajar, Panglima: Tampilkan yang Terbaik di Depan Presiden
Peninjauan dilakukan Panglima TNI sebagai bagian dari rangkaian finalisasi persiapan kegiatan yang akan melibatkan pasukan dalam jumlah besar serta berbagai atraksi militer.
Upacara gelar pasukan akan menghadirkan sinergi kekuatan tiga matra TNI darat, laut, dan udara dengan menampilkan kemampuan terbaik mereka.";https://nasional.kompas.com/read/2025/08/07/09321401/batalyon-teritorial-pembangunan-bakal-dikukuhkan-di-upacara-kehormatan
Bercermin dari Serakahnomics;"BELUMlama ini, Presiden Prabowo Subianto 'memprovokasi' kita dengan meluncurkan istilah ""serakanomics"".
Serahkahnomics disebut fenomena baru, atau bahkan aliran baru dalam dunia ekonomi. Tentu, istilah itu bukan hanya menggelitik, tetapi juga provokatif.
Memperhatikan lebih dalam, provokasi Presiden Prabowo itu bisa ada dalam dua lapis.
Lapis pertama adalah lapis sosio-politik, yaitu melihat kemungkinan bahwa serakahnomics tidak hanya dalam dunia ekonomi lokal. Pada ranah nasional, contoh-contoh kemiskinan struktural yang ditampilkan oleh Musonif Afandi cukup menggambarkan hal itu.
Gambaran itu bisa ditambah lagi dengan banyaknya kasus penyerobotan tanah rakyat di Kalimantan dan Papua, juga di beberapa tempat lain, oleh perusahaan-perusahaan besar seperti dicatat oleh beberapa lembaga swadaya masyarakat seperti oleh AMAN dan Jatam.
Serakahnomics sebagai istilah generik juga terjadi dalam ranah sosio-politik ketika kelompok-kelompok sosial, termasuk partai politik, hanya mencari keuntungan sendiri.
Baca juga:Serakahnomics dan Ekonomi Ekstraktif
Provokasi pada lapis kedua adalah lapis lebih konseptual. Munculnya istilah itu memancing orang untuk 'menguliti' maknanya. Maknanya sudah cukup jelas, tetapi muncul dua pertanyaan penting.
Pertama, apakah serakahnomics itu fenomena, atau malah, aliran baru? Kedua, siapa yang mestinya diprovokasi?
Dengan refleksi lebih dalam ini, istilah serakahnomics yang bersifat peiroatif atau berwarna negatif ini bisa diminimalkan.
Pada tahun 1642, dalam bukunyade Cive, Thomas Hobbes mempopulerkan istilah 'homo homini lupus' dari penulis drama Latin kuno bernama Plautus (200 SM).
Istilah yang berarti bahwa 'manusia adalah serigala bagi manusia lain' sudah cukup populer di telinga kita. Hal itu berarti bahwa pada dasarnya ada kecenderungan egois dalam diri setiap manusia.
Dalam dunia ekonomi, sifat egois, atau tepatnya egosentris, itu makin kentara. Tergambar dalam prinsip modal sedikit, tetapi untung banyak.
Dua pemikir Inggris, baik Adam Smith (abad 18) maupun John Stuart Mill (abad 19), menggaris-bawahi hal ini.
Sebagai sifat dasar, sifat egois bukanlah dosa. Yang menjadikannya dosa adalah egoisme, yaitu pemahaman bahwa dirinya yang harus (sic!) menjadi pusat.
Dengan menjadikan dirinya pusat, yang lain hanya dianggap sebagai alat. Itulah keserakahan. Menjadi tampak di sini bahwa serakah dalam dunia ekonomi, yang disebut oleh Presiden Prabowo sebagai serakahnomics bukanlah hal baru.";https://nasional.kompas.com/read/2025/08/07/09313061/bercermin-dari-serakahnomics
Ridwan Kamil Datangi Bareskrim untuk Lakukan Tes DNA;"JAKARTA, KOMPAS.com -Mantan Gubernur Jawa Barat Ridwan Kamil mendatangi Bareskrim pada Kamis (7/8/2025), pukul 08.57 WIB.
Dia mengenakan baju berwarna cokelat dan kacamata hitam.
""Selamat pagi,"" ujar Ridwan Kamil ke arah awak media.
Ridwan Kamil datang ke Bareskrim untuk menjalani tes Deoxyribonucleic Acid (DNA). Ketika ditanya mengenai persiapannya, Ridwan tidak menjawab dan langsung masuk ke ruang pemeriksaan.
Selain Ridwan Kamil, selebgram Lisa Mariana dan seorang anak yang diklaim sebagai anak dari Ridwan Kamil juga dijadwalkan menjalani pengambilan sampel hari ini.
Baca juga:Hari Ini, Ridwan Kamil dan Lisa Mariana Jalani Tes DNA di Bareskrim
Kuasa hukum Ridwan Kamil, Muslim menekankan bahwa pengambilan sampel DNA dilakukan oleh pihak yang berwenang dan juga disaksikan oleh kuasa hukum para pihak.
“Sebagai komitmen menghargai hukum,” ucapnya.
Terpisah, kuasa hukum Lisa Mariana, Jhony Nababan, juga mengonfirmasi kehadiran klien beserta anaknya di Bareskrim Polri hari ini.
“Iya hadir, jam 10,” kata Jhony. Ridwan Kamil melaporkan selebgram Lisa Mariana ke Bareskrim Polri lantaran diduga telah melakukan tindakan pencemaran nama baik terhadap Ridwan Kamil.
Laporan tersebut telah diterima polisi dan tercatat dengan nomor LP: STTL/174/IV/2025/Bareskrim.
Baca juga:Ridwan Kamil Jalani Tes DNA Terkait Kasus Lisa Mariana, Siap Terima Hasil Apapun
""Pak RK benar membuat laporan ke Bareskrim Mabes Polri atas dugaan pelanggaran Pasal 51 juncto Pasal 35, Pasal 48 juncto Pasal 32, Pasal 45 juncto Pasal 27a UU ITE nomor 1 tahun 2024 terhadap orang yang dengan melawan hukum dan secara sengaja menyebarkan tanpa fakta hukum,"" ujar Muslim kepada Kompas.com, Jumat (18/4/2025).
Muslim menegaskan, Ridwan Kamil melaporkan Lisa Mariana atas adanya berita bohong soal anak di antara keduanya.
""Terkait klien kami memiliki anak (dengan Lisa) yang merugikan nama baik klien kami,"" imbuh Muslim.";https://nasional.kompas.com/read/2025/08/07/09235631/ridwan-kamil-datangi-bareskrim-untuk-lakukan-tes-dna
Awas Hoaks! Kecepatan Nozzle Tak Pengaruhi Takaran BBM di SPBU;"KOMPAS.com– Kecepatan (speed)nozzledispenser kerap dinarasikan berpengaruh terhadap takaran bahan bakar minyak (BBM). Padahal, kenyataannya tidak demikian.
Belakangan ini, beredar video di media sosial yang menyebutkan bahwa kecepatannozzle stasiun pengisian bahan bakar umum (SPBU) sebaiknya diatur pada level lambat agar takaran BBM yang masuk ke kendaraan sesuai.
Menanggapi informasi tersebut, PT Pertamina Patra Niaga (PPN) menegaskan bahwa kecepatan aliran (speed nozzle) pada dispenser SPBU tidak memengaruhi akurasi takaran BBM yang dikeluarkan.
“Kecepatannozzlehanya mengatur laju aliran BBM, bukan volume atau takaran yang diberikan. Speed satu merupakan kecepatan paling lambat, sedangkan speed tiga adalah kecepatan paling cepat,” ujar Corporate Secretary PPN Heppy Wulansari, dalam rilis pers yang diterima Kompas.com, Kamis (7/8/2025).
Baca juga:Kasus Pertalite Tercampur Biosolar di Kembangan, SPBU Kena Sanksi
Ia menjelaskan bahwa setiap dispenser di SPBU Pertamina sudah melalui proses kalibrasi dan tera ulang secara rutin untuk memastikan volume BBM yang dikeluarkan sesuai dengan jumlah yang ditampilkan.
Heppy memastikan, takaran BBM tetap akurat karena proses pengukuran dilakukan oleh sistem penghitungan digital yang terpisah dari kecepatan aliran. Artinya, lambat atau cepatnya pengisian BBM tidak memengaruhi jumlah liter bahan bakar yang keluar dan tetap sesuai dengan angka yang tertera di dispenser.
Pertamina juga membuka ruang pengaduan bagi masyarakat jika ditemukan indikasi ketidaksesuaian takaran BBM di SPBU. Masyarakat dapat melaporkannya melalui Pertamina Call Center 135,e-mailpcc135@pertamina.com, atau melaluichatdi aplikasi MyPertamina.";https://nasional.kompas.com/read/2025/08/07/09004251/awas-hoaks-kecepatan-nozzle-tak-pengaruhi-takaran-bbm-di-spbu
KPK Gali Dugaan Pemberian Jam Tangan Mewah dari SYL ke Anggota DPR;"JAKARTA, KOMPAS.com- Komisi Pemberantasan Korupsi (KPK) mendalami dugaan pemberian jam tangan mewah dari mantan Menteri Pertanian, Syahrul Yasin Limpo (SYL), untuk Ketua Komisi IV DPR Periode 2019-2024, Sudin.
Penerimaan itu telah terungkap dalam fakta persidangan kasus dugaan pemerasan dan penerimaan gratifikasi yang menjerat SYL.
Plt Deputi Penindakan dan Eksekusi KPK, Asep Guntur Rahayu, mengatakan bahwa saat ini, KPK masih mengumpulkan informasi terkait dugaan penerimaan jam mewah tersebut.
“Termasuk jam tangan mewah dan lain-lainnya. Kita akan perdalam terkait itu,” kata Asep di Gedung Merah Putih, Jakarta, Rabu (6/8/2025).
Baca juga:KPK Jebloskan Eks Mentan SYL ke Lapas Sukamiskin
Asep juga memastikan bahwa KPK akan terus mendalami kasus dugaan korupsi lainnya di Kementerian Pertanian, termasuk dugaan keterlibatan anggota legislatif.
“Ya. Sedang kita kumpulkan informasi lainnya. Nanti kita akan kita tindak lanjuti,” ujarnya.
Sebelumnya, Komisi Pemberantasan Korupsi (KPK) menduga ada aliran dana dugaan korupsi eks Menteri Pertanian Syahrul Yasin Limpo (SYL) yang mengalir ke Ketua Komisi IV DPR RI, Sudin.
Sudin merupakan anggota DPR RI dari Fraksi PDI-P yang beberapa waktu lalu dipanggil penyidik KPK.
Kediamannya di Depok juga digeledah tim KPK.
Baca juga:KPK Gali Aliran Duit TPPU Syahrul Yasin Limpo Lewat Pejabat Kementan
""Dan ada juga Komisi IV yang juga diduga menerima aliran kan,"" kata Juru Bicara Penindakan dan Kelembagaan KPK, Ali Fikri, saat ditemui awak media di sela peringatan Hari Antikorupsi Sedunia (Hakordia) 2023 di Senayan, Jakarta Pusat, Rabu (13/12/2023).
“Waktu itu sudah disebutkan, siapa, yang rumahnya digeledah, Sudin,"" lanjut Ali.
Adapun KPK saat ini tengah mengusut tiga klaster dugaan korupsi di Kementerian Pertanian, yakni dugaan pemerasan SYL terhadap bawahannya yang sudah naik penyidikan, dugaan korupsi pengadaan sapi, serta dugaan korupsi hortikultura yang masih dilidik.
Sudin diduga menerima aliran dana terkait kasus pemerasan yang saat ini tengah disidik KPK dan menyeret SYL ke balik jeruji besi.
Menurut Ali, KPK telah mengkonfirmasi ke Sudin terkait proyek di Kementan, fungsi pengawasan Komisi IV terhadap Kementan, dan lainnya.
Baca juga:MA Mulai Adili Kasasi Eks Menteri Pertanian Syahrul Yasin Limpo
“Ya kita kan harus konfirmasi proyek dan lain-lainnya. Pengawasan anggaran dan lain-lain,"" tutur Ali.
Sudin diperiksa KPK pada Rabu (15/11/2023). Saat ditemui awak media usai menemui penyidik, Sudin mengaku dicecar terkait anggaran.
“Hanya ditanya mengenai anggaran dan pengawasan saja, itu saja,"" kata Sudin di Gedung Merah Putih KPK, Jakarta Selatan, Rabu.
KPK juga telah menggeledah rumah dinas Ketua Komisi IV DPR RI Sudin yang terletak di Raffles Hills, Cimanggis, Depok, Jawa Barat, Jumat (10/11/2023) malam.";https://nasional.kompas.com/read/2025/08/07/08452421/kpk-gali-dugaan-pemberian-jam-tangan-mewah-dari-syl-ke-anggota-dpr
Puja Puji Prabowo ke Jokowi dan Para Menteri dalam Sidang Kabinet: Kita di Arah yang Benar...;"JAKARTA, KOMPAS.com -Pidato Presiden RI Prabowo Subianto dalam Sidang Kabinet Paripurna (SKP) di Istana Merdeka, Rabu (6/8/2025), diisi pujian untuk Presiden ke-7 RI Joko Widodo (Jokowi) dan para menteri Kabinet Merah Putih.
Pujian untuk Jokowi disampaikan Prabowo ketika menyinggung baiknya produksi pangan nasional pada saat ini.
Awalnya, Prabowo menyatakan bahwa dirinya tidak percaya suatu bangsa bisa menjadi bangsa yang merdeka jika mereka tidak bisa memproduksi sendiri pangannya.
""Tidak ada negara yang merdeka, berdaulat, tanpa dia bisa produksi makannya sendiri,"" ujar Prabowo dalam pidatonya.
Prabowo menegaskan bahwa produksi pangan merupakan suatu hal strategis yang harus bisa dipenuhi oleh sebuah negara.
Baca juga:Prabowo Kunker ke Bandung Naik Whoosh Bareng Penumpang Lain, Bukan Pesawat atau Helikopter
Menurutnya, jika ada negara lain yang ingin merusak Indonesia, maka yang akan diganggu adalah rantai pasok pangannya.
Dia lantas memuji mulusnya transisi pemerintahan dari era Jokowi.
""(Tapi) alhamdulillah, dengan langkah-langkah yang cepat dan terus terang saja dengan transisi yang baik antara Presiden Joko Widodo dan saya, kita bisa dalam posisi sekarang. Produksi pangan kita bisa saya sampaikan berada dalam kondisi yang aman dan kuat,"" imbuhnya.
Selain itu, Prabowo menekankan bahwa keberhasilan pemerintah dalam mencapai target pangan tidak terlepas dari kerja Kementerian Pertanian yang dibantu oleh kementerian-kementerian lain, termasuk Kementerian Keuangan, TNI, dan Polri.
Baca juga:Prabowo Sentil Pemain Ekonomi: Mereka Menghisap Kekayaan Bagai Menghisap Darah
Bukan cuma memuji Jokowi, ia turut mengapresiasi jajaran Kabinet Merah Putih.
Kepala Negara menganalogikan dirinya sebagai kapten sepak bola.
""Katakanlah saya sebagai kapten ke-11, saya ingin menyampaikan terima kasih atas kerja keras saudara-saudara. Dari hati saya yang paling dalam, saya menyampaikan penghargaan atas kerja keras saudara-saudara,"" ungkapnya.
Presiden Prabowo juga mengatakan banyak hal yang sudah dicapai pemerintah dalam waktu yang masih singkat.
Eks Menteri Pertahanan ini menambahkan bahwa strategi yang dicanangkannya kini sudah mulai terasa dan terlihat.
""Strategi-strategi yang sudah saya canangkan ternyata mulai terasa dan terlihat bahwa strategi kita benar. Kita berada di arah yang benar, kita berada di azimuth kompas yang benar,"" ungkapnya.
Baca juga:Momen Seskab Teddy Diperintah Prabowo Atur Laporan Menteri di Sidang Kabinet Paripurna";https://nasional.kompas.com/read/2025/08/07/08353821/puja-puji-prabowo-ke-jokowi-dan-para-menteri-dalam-sidang-kabinet-kita-di
ASN Kemenag di Aceh Ditangkap karena Dugaan Terorisme, Apa Keterlibatannya?;"JAKARTA, KOMPAS.com- Detasemen Khusus (Densus) 88 Antiteror Polri menangkap dua Aparatur Sipil Negara (ASN) di Aceh yang diduga terlibat dalam jaringan terorisme pada Selasa (5/8/2025).
Selain penangkapan dua ASN tersebut, Densus 88 juga menggeledah sejumlah lokasi yang dicurigai sebagai tempat aktivitas atau penyimpanan barang-barang terkait tindak pidana terorisme.
Kepala Bidang Humas Polda Aceh, Kombes Pol Joko Krisdiyanto, membenarkan penangkapan tersebut.
Dua ASN yang diamankan berinisial MZ alias KS (40) dan ZA alias SA (47).
""Untuk detailnya kami masih menunggu laporan dari Kasatgaswil Aceh Densus 88. Terkait tindak lanjut dan proses hukumnya juga di Densus 88,"" kata Joko dalam keterangan tertulisnya, Selasa.
Baca juga:Sekjen Kemenag Berdoa ASN-nya yang Ditangkap Densus 88 Tak Terlibat Terorisme
Berdasarkan informasi yang diperoleh, MZ merupakan seorang ASN yang bertugas di Kantor Wilayah Kementerian Agama (Kanwil Kemenag) Provinsi Aceh.
Ia ditangkap saat berada di sebuah warung kopi di Banda Aceh.
Kepala Kanwil Kemenag Aceh, Azhari, membenarkan bahwa MZ merupakan salah satu ASN di instansinya.
""MZ yang ditangkap Densus 88 di salah satu warung kopi di Banda Aceh adalah salah seorang ASN Kanwil Kemenag Aceh,"" kata Azhari, Selasa.
Namun, Azhari mengaku belum mengetahui sejauh mana keterlibatan MZ dalam jaringan yang diduga terkait dengan aksi terorisme.
""Terkait sejauh mana keterlibatan saudara MZ, kami belum mendapatkan informasi apa pun,"" lanjutnya.
Baca juga:ASN-nya Diduga Terlibat Teroris, Sekjen Kemenag: Kami Harapkan Asas Praduga Tak Bersalah
Juru Bicara Densus 88, AKBP Mayndra Eka Wardhana, mengatakan penangkapan ini merupakan pengembangan operasi jaringan terorisme yang telah dilakukan dalam beberapa bulan terakhir.
""Menurut keterangan awal, ZA diduga terlibat dalam pendanaan kegiatan salah satu organisasi teror,"" kata Mayndra dalam keterangan tertulis, Selasa.
ZA, kata Mayndra, diduga mengelola aliran dana yang digunakan untuk mendukung logistik dan aktivitas kelompok tersebut.
Sementara itu, MZ ditangkap lantaran diduga memiliki peran strategis sebagai salah satu petinggi jaringan teror di wilayah Aceh, yang bertugas melakukan perekrutan dalam rangka kaderisasi.";https://nasional.kompas.com/read/2025/08/07/08255991/asn-kemenag-di-aceh-ditangkap-karena-dugaan-terorisme-apa-keterlibatannya
Saat Data Pertumbuhan Ekonomi BPS Diragukan, Sri Mulyani hingga Luhut Membela;"JAKARTA, KOMPAS.com -Keraguan terhadap angka pertumbuhan ekonomi yang dirilis Badan Pusat Statistik (BPS) terus bergulir.
Pertumbuhan ekonomi Indonesia kuartal II/2025 sebesar 5,12 persen mendapat sorotan dari berbagai pihak.
Salah satu sorotan disampaikan Direktur Eksekutif Center of Economics and Law Studies (Celios), Bhima Yudhistira.
Bhima menyebut ada sejumlah kejanggalan dalam data yang dirilis BPS tersebut. Bhima menyoroti perbedaan mencolok antara laporan BPS dengan indikator lain seperti Purchasing Managers Index (PMI) Manufaktur.
BPS mencatat industri pengolahan tumbuh sebesar 5,68 persen yoy, namun PMI Manufaktur justru berada di bawah ambang ekspansi sepanjang kuartal II.
Baca juga:Pertumbuhan Ekonomi RI Disebut Termasuk Tertinggi di ASEAN, Serap 97 Persen Angkatan Kerja
“Ada beberapa data yang janggal, salah satunya soal pertumbuhan industri pengolahan. Selisih datanya terlalu berbeda antara BPS dan PMI Manufaktur,” ujar Bhima saat dihubungi Kompas.com, Rabu (6/8/2025).
“BPS menghitung adanya pertumbuhan 5,68 persen yoy untuk industri pengolahan, sementara akhir Juni 2025, PMI Manufaktur turun dari 47,4 menjadi 46,9,” paparnya.
Ia menyebut kondisi lapangan justru menunjukkan pelemahan, seperti peningkatan pemutusan hubungan kerja (PHK) massal di sektor padat karya.
Jika industri pengolahan benar-benar tumbuh kuat, maka seharusnya ada penyerapan tenaga kerja.
Namun yang terjadi justru banyak pemutusan hubungan kerja, terutama di industri padat karya seperti tekstil dan alas kaki.
Artinya, PHK massal menandakan penurunan aktivitas produksi, bukan pertumbuhan.
Baca juga:Ekonom Soroti Kejanggalan Pertumbuhan Ekonomi RI 5,12 Persen
Selain industri pengolahan, Bhima juga mempertanyakan data konsumsi rumah tangga yang hanya tumbuh 4,97 persen, padahal kontribusinya terhadap Produk Domestik Bruto (PDB) mencapai 54,2 persen.
Menurutnya, angka konsumsi tersebut belum cukup kuat untuk mendorong pertumbuhan ekonomi menyentuh angka 5,12 persen.
“Konsumsi rumah tangga juga tumbuh hanya 4,97 persen padahal kontribusinya 54,2 persen terhadap PDB. idealnya konsumsi tumbuhnya diatas 5 persen agar pertumbuhan ekonomi total jadi 5,12 persen yoy,” lanjutnya.
Menanggapi sorotan soal data ini, Kepala BPS Amalia Adininggar Widyasanti mengingatkan bahwa ada standar internasional yang digunakan.
Baca juga:Pertumbuhan Ekonomi 5,12 Persen Diragukan, BPS: Kan Ada Standar Internasional...";https://nasional.kompas.com/read/2025/08/07/08122561/saat-data-pertumbuhan-ekonomi-bps-diragukan-sri-mulyani-hingga-luhut-membela
