url;title;content
https://www.cnnindonesia.com/internasional/20250812160642-113-1261635/india-ngamuk-gegara-pakistan-ancam-perang-nuklir;No Title;"Kementerian Luar NegeriIndiamengecam kerasPakistanusai Kepala Staf Angkatan Darat Islamabad Asim Munir melontarkan ancaman perang nuklir.
Dalam pernyataan yang dirilis Senin (11/8), juru bicara Kemlu India Randhir Jaiswal menegaskan New Delhi tidak takut pada ancaman semacam itu. Ancaman tersebut, kata Jaiswal, hanyalah ucapan ""tidak bertanggung jawab"".

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Perhatian kami tertuju pada pernyataan yang disampaikan oleh Kepala Staf Angkatan Darat Pakistan saat berkunjung ke Amerika Serikat,"" ujar Jaiswal, seperti dikutipRussia Today.
""Ancaman serangan nuklir adalah keahlian Pakistan,"" ucapnya lagi.

Sebelumnya, Munir sempat mengatakan bahwa Pakistan bersedia melancarkan perang nuklir apabila terjadi konflik eksistensial dengan negara tetangganya India.
""Kita adalah negara nuklir. Jika kita berpikir kita akan hancur, maka separuh dunia akan ikut hancur bersama kita,"" ucap Munir dalam laporan ThePrint.
Munir kemudian menganalogikan Pakistan sebagai truk sampah penuh kerikil dan India sebagai Ferrari. Menurutnya, jika truk itu menabrak Ferrari, sudah bisa dipastikan bahwa sang mobil mewah yang akan merugi.

Ucapan Munir ini disampaikan saat ia mengunjungi Amerika Serikat untuk menghadiri jamuan makan malam dalam rangka pensiunnya Kepala Jenderal CENTCOM AS, Michael Kurilla."
https://www.cnnindonesia.com/internasional/20250812151301-134-1261602/trump-geser-foto-obama-george-w-bush-ke-pojok-gedung-putih;No Title;"PresidenAmerika SerikatDonald Trumpmemindahkan potret presiden ke-44 George W Bush dan presiden ke-47 Barack Obama di tempat yang tak banyak dilihat orang.
Trump memerintahkan staf untuk memindahkan foto Obama ke puncak tangga utama Gedung Putih. Dua sumber yang mengetahui masalah itu mengatakan potret tersebut tak akan lagi terlihat ribuan pengunjung.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Salah satu sumber juga mengatakan kedua gambar Bush berada di area tangga. Sumber lain menyebut Trump terlibat langsung semua hal terkait estetika Gedung Putih, minor atau mayor.
CNNmendapat foto Obama tergantung di puncak tangga di sudut, dekat pintu masuk kediaman pribadi. Area ini sangat terbatas untuk anggota keluarga presiden, agen Dinas Rahasia, sejumlah kecil staf Gedung Putih, dan kediaman eksekutif.
Namun, foto itu tak akan terlihat pengunjung yang ingin melihat lukisan fotorealistik eks presiden karya Robert McCurdy.

Pemindahan lukisan Obama bukan kali pertama. Pada April lalu, potret dia dipindah dan diganti dengan lukisan adegan Trump selamat dari upaya pembunuhan di Pennsylvania.
Protokol dan aturan Gedung Putih mengharuskan potres presiden saat ini dipajang di tempat paling terlihat, di pintu masuk rumah eksekutif, agar bisa dilihat seluruh pengunjung saat acara resmi atau tur.
Manuver potret ini menandai penghinaan terbaru Trump ke sosok yang dianggap pesaing politik. Tindakan tersebut terjadi saat dia dan Obama tegang dalam beberapa bulan terakhir.

Trump baru-baru ini juga menuduh Obama dan pemerintahannya melakukan pengkhianatan selama pemilihan umum 2016.
Jaksa Agung pilihan Trump, Pamela Bondi, kemudian memerintah jaksa penuntut umum memulai penyelidikan. Obama dan pemerintahannya dituduh memalsukan informasi soal intervensi Rusia dalam Pemilu 2017.
Sementara itu, relasi Trump dengan Bush juga tak mulus. Mendiang pernah menyebut Trump ""orang yang suka membuah"" dalam sebuah biografi.

Trump menyebut Bush sebagai presiden gagal dan tak menginspirasi.
Gedung Putih, Asosiasi Sejarah Gedung Putih, hingga kini belum memberi pernyataan soal pemindahan potret mantan presiden AS. Juru bicara kantor Obama juga enggan berkomentar."
https://www.cnnindonesia.com/internasional/20250812152349-134-1261608/pesawat-tabrakan-hingga-picu-kebakaran-di-bandara;No Title;"Sebuah pesawat kecil menabrak sejumlah pesawat yang sedang parkir saat hendak mendarat di Bandara Kalispell City, Montana,Amerika Serikat, hingga memicu kebakaran pada Senin (11/8) waktu setempat.
Insiden ini terjadi ketika pesawat bermesin tunggal yang mengangkut empat orang termasuk pilot itu berusaha mendarat di bandara kecil tersebut sekitar pukul 14.00 waktu lokal.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pesawat itu diidentifikasi berjenis Socata TBM 700 keluaran 2011 dan milik Meter Sky LCC of Pullman.
Kepala Tim Pemadam Kebakaran Kalispell, Jay Hagen, menuturkan sejumlah saksi mata melihat pesawat kecil itu mendarat di akhir jalur runaway hingga menabrak pesawat lainnya yang sedang parkir.
Sementara itu, Kepala Kepolisian Kalispell, Jordan Venezio, melaporkan pilot mengalami kehilangan kontrol saat mulai pendaratan hingga membuat pesawat membentur landasan dan melaju hingga menabrak beberapa pesawat yang sedang parkir.




Tabrakan ini memicu sejumlah pesawat yang terdampak mengalami kebakaran.
Kalispell merupakan kota kecil yang hanya memiliki 30 ribu penduduk yang terletak di barat laut Montana.
Sementara itu, dikutip Fox News, tiga penumpang dan pilot berhasil keluar dan menyelamatkan diri ketika pesawat kecil itu berhenti. Keempatnya mengalami luka ringan.
"
https://www.cnnindonesia.com/internasional/20250812141017-113-1261555/korut-tembakkan-artileri-jelang-latihan-militer-korsel-bareng-as;No Title;"Korea Utaramenggelar latihan tembak artileri di saatKorea SelatandanAmerika Serikatbersiap mengadakan latihan militer bersama pekan depan.
Kantor berita KorutKorean Central News Agency(KCNA) melaporkan latihan itu digelar pada Senin (11/8) dalam rangka memperkuat postur kesiapan tempur Pyongyang.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""[Latihan ini untuk] menyempurnakan kemampuan berperang dan kesiapan tempur seluruh angkatan bersenjata,"" demikian lapor KCNA.
Latihan tembak ini dipantau oleh Wakil Ketua Komisi Militer Pusat Pak Jong Chon. Pemimpin tertinggi Korea Utara Kim Jong Un sementara itu tidak hadir.
""[Kegiatan ini] berfungsi sebagai kesempatan untuk menunjukkan tekad kuat militer untuk sepenuhnya membendung gangster di wilayah yang berdekatan dengan perbatasan dan mempertahankan keamanan dengan andal,"" demikian laporKCNA.

Latihan tembak ini digelar sepekan sebelum Korsel dan AS mengadakan latihan militer tahunan bersama bertajuk Ulchi Freedom Shield (UFS) yang dijadwalkan berlangsung pada 18-28 Agustus.
Korut sejak lama menentang latihan militer gabungan antara Korsel dan AS. Menurut Pyongyang, latihan kedua negara itu persiapan untuk invasi.

Korsel dan AS sejak dulu membantah dan menegaskan latihan mereka bersifat defensif.
Meski begitu, Korut tak pernah percaya. Menteri Pertahanan Korut No Kwang Chol pada Senin mengancam akan mengambil tindakan tepat jika ada provokasi apa pun itu, demikian diberitakan kantor berita Korsel Yonhap."
https://www.cnnindonesia.com/internasional/20250812141208-120-1261557/menhan-kepala-staf-militer-israel-adu-mulut-depan-publik-ada-apa;No Title;"Menteri Pertahanan Israel,Israel Katz, dan Kepala Staf Militer Israel (IDF), Letnan JenderalEyal Zamir, dilaporkan terlibat adu mulut di depan publik terkait penunjukan sejumlah komandan.
Al Jazeeramelaporkan Katz menuding Zamir menyetujui kenaikan pangkat sejumlah pejabat senior militer tanpa koordinasi dan persetujuannya.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Katz bahkan menegaskan dirinya tidak akan mendiskusikan apalagi menyetujui daftar nama pejabat yang mendapat promosi oleh Zamir.
Militer Israel langsung merilis daftar nama pejabat yang mendapat promosi dan menegaskan bahwa Zamir merupakan ""satu-satunya yang memiliki otoritas untuk menunjuk komandan pada tingkat kolonel ke atas"".
Militer juga menegaskan pengangkatan sejumlah pejabat militer ini berlangsung setelah melewati diskusi internal lebuh dulu dan sesuai dengan protokol yang ada.
Salah satu pejabat militer yang menjadi sorotan dalam daftar promosi itu ialah Barak Hiram.
Menurut koran Israel,Haaretz, Hiram merupakan sosok kontroversial di kalangan konservatif. Salah satu tindakannya yang mengundang kontroversi adalah perintahnya agar tank-tank Israel menggempur sebuah rumah di Kibbutz Be'eri pada 7 Oktober 2023 lalu.




Saat itu, rumah tersebut menjadi tempat 13 warga Israel ditawan oleh Hamas ketika kelompok milisi itu menyerang Negeri Zionis tersebut. Serangan Hamas ini menjadi awal mula agresi brutal Israel ke Jalur Gaza Palestina hingga hari ini dan telah menewaskan lebih dari 60 ribu warga sipil.
Sementara itu,Times of Israelmelaporkan cekcok bermula kala Katz kembali menegaskan keberatannya terhadap putaran penunjukan perwira tinggi IDF yang diumumkan oleh Zamir. Menurut Katz, alasan penunjukan tersebut melanggar prosedur yang berlaku.
Katz menyatakan akan ""mempertimbangkan"" daftar penunjukan yang diumumkan semalam.
""Karena ini merupakan penunjukan bersama antara menteri pertahanan dan kepala staf IDF, ada prosedur yang sudah berlaku untuk penunjukan perwira berpangkat kolonel ke atas di IDF,"" kata Katz dalam pernyataan terbaru dari kantornya.
""Tidak ada pembahasan mengenai perombakan di tubuh IDF sebelum prosedur yang berlaku dijalankan,"" paparnya menambahkan.
Katz mengatakan bahwa ia telah menegaskan kepada Zamir bahwa ia ""memerlukan lebih banyak waktu dan pembahasan tidak boleh dilakukan saat ini.""

Ia bahkan menambahkan akan ""mempertimbangkan apakah akan mempromosikan perwira senior di garis depan Gaza yang belum menjalani masa jabatan sesuai ketentuan, ke posisi lain sebelum tugas mengalahkan Hamas di Gaza selesai.""

Ia juga menyatakan akan meninjau kemungkinan promosi bagi perwira yang menjabat sebagai komandan di garis depan Gaza saat serangan Hamas pada 7 Oktober 2023, atau yang namanya pernah dikaitkan dengan ""insiden tidak wajar di masa lalu.""
""Tingkat militer berada di bawah kewenangan menteri pertahanan dan akan bertindak sesuai perintah serta kebijakan yang ditetapkannya,"" tambah Katz.
Cekcok Katz dan Zamir ini menambah panjang daftar ketegangan dan konflik internal antara pemerintahan Perdana Menteri Israel Benjamin Netanyahu.
Sejak melancarkan agresi brutal ke Jalur Gaza, perbedaan pendapat terus bermunculan dalam internal negara tersebut. Kabinet Keamanan Nasional Israel bahkan beberapa kali dikabarkan ribut soal rencana operasi militer di Gaza ke depannya.
Belakangan, Zamir dan Netanyahu sendiri terlibat selisih pendapat sengit soal ambisi sang PM untuk mencaplok Gaza seluruhnya. Menurut Zamir, hal itu malah menambah risiko nasib kesepakatan dengan Hamas yang dapat mempengaruhi upaya pembebasan para sandera yang tersisa.
Selain, itu Zamir juga menyinggung soal faktor kelelahan pasukan Israel yang sudah melancarkan agresi selama lebih dari 600 hari."
https://www.cnnindonesia.com/internasional/20250812123742-139-1261501/video-detik-detik-pabrik-baja-di-pennsylvania-as-meledak-satu-tewas;No Title;"Satu orang tewas dan 10 orang terluka usai pabrik baja di Pennsylvania, Amerika Serikat, meledak pada Senin (11/8).
Gubernur Pennsylvania, Josh Shapiro, mengatakan insiden tersebut terjadi di US Steel Clairton Coke Works.
US Steel menyebut ledakan tersebut terjadi sekitar pukul 11.00 pagi waktu setempat.
Saat ini, petugas telah menangani seluruh korban dan tengah menyelidiki ledakan tersebut."
https://www.cnnindonesia.com/internasional/20250812131150-134-1261526/capres-kolombia-meninggal-usai-ditembak-remaja-saat-kampanye;No Title;"Calon presidenKolombiaMiguel Uribe meninggal pada Senin (11/8) usai ditembak dua bulan lalu saat kampanye pemilihan umum.
Dia dimakamkan secara kenegaraan di Kongres di Bogota. Jenazah Uribe akan disemayamkan di sana hingga Rabu.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Saat hadir di prosesi ini, Istri Uribe, Maria Claudia Tarazona, mengecam tindakan pelaku yang sudah menembaknya.
""Menghancurkan keluarga adalah tindakan kekerasan paling mengerikan yang bisa dilakukan,"" ungkap Tarazona, dikutipAFP.
Perempuan itu juga menyampaikan terima kasih kepada tim medis yang sudah merawatnya selama ini dan orang-orang yang memberikan perhatian selama sakit.
Sebelum meninggal, dokter yang merawat Uribe mengatakan kondisi dia memburuk. Capres berusia 39 tahun itu mengalami pendarahan otak baru.




Uribe ditembak di bagian kepala saat kampanye di Bogota pada 7 Juni. Pelaku merupakan pembunuh bayaran yang berusia 15 tahun.
Polisi lalu mencari dalang di balik insiden tersebut. Setelah perburuan sekian lama, petugas akhirnya menangkap seorang yang diduga ada di balik serangan itu, Penatua Jose Arteaga Hernandez alias El Costenon.
Polisi juga sudah menunjuk sayap pembangkang dari kelompok gerilya FARC yang sudah bubar.
Uribe mengumumkan pencalonan diri pada Oktober 2024. Sebelum jadi kandidat, dia terpilih jadi anggota Dewan Bogota dan jadi tangan kanan wali kota.
Serangan terhadap Uribe telah membuka luka lama di negara yang dilanda kekerasan. Ibunya, tewas saat operasi pembebasan dari kartel kokain Medellin, di bawah Pablo Escobar.
Serangan afiliasi Escobar atau mereka sendiri bukan kali pertama. Empat kandidat presiden dibunuh selama fase kekerasan terburuk pada 1980-an dan 1990-an di Bogota."
https://www.cnnindonesia.com/internasional/20250812125750-120-1261520/kenapa-israel-kepala-batu-meski-sekutu-as-beralih-bela-palestina;No Title;"Satu per satu negara Barat sekutuAmerika Serikatmulai menunjukkan dukungan bagi kemerdekaanPalestina.
Dari Prancis, Inggris, Kanada, hingga Australia, gelombang pengakuan negara Palestina dan desakan gencatan senjata terus menguat, seiring kecaman terhadap agresi Israel di Gaza.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Namun, di tengah tekanan internasional itu, Israel tetap keras kepala melanjutkan operasi militer dan bahkan disebut berencana menguasai Gaza secara penuh.
Sikap ""kepala batu"" Israel ini, menurut para pengamat, bukan tanpa alasan, dan erat kaitannya dengan faktor politik, ekonomi, hingga kekuatan lobi internasional.
Pengamat Timur Tengah dari Universitas Padjadjaran, Drs Teuku Rezasyah, menilai Israel merasa aman melancarkan operasi pembersihan di Gaza karena mendapat kepastian dukungan Amerika Serikat, baik dalam jangka pendek maupun panjang.
Dukungan ini, kata dia, bahkan mencakup perlindungan diplomatik lewat veto AS di Dewan Keamanan PBB.
Jawaban setara disampaikan Pengamat Hubungan Internasional Universitas Indonesia, Yon Machmudi.

Menurutnya, Amerika menjadi satu-satunya sekutu utama yang konsisten mendukung Israel ""apapun yang dilakukan"", meski sekutu-sekutu Barat lainnya mulai mengambil jarak.
""""Kondisi saat ini kan menunjukkan bahwa satu persatu negara-negara yang dulu mendukung Israel mulai meninggalkannya. Dan tersisa Amerika yang sebagai sekutu utama dan sekutu setia dari Israel yang tetap mendukung Israel apapun yang dilakukan oleh Israel. Ini seperti dukungan buta terhadap Israel,"" kata Yon.

Direktur Sekolah Kajian Strategis dan Global Universitas Indonesia, Muhammad Sya'roni Roffi, menambahkan bahwa kuatnya pengaruh pelaku usaha Israel di AS telah lama menjadi rahasia umum, memengaruhi kebijakan luar negeri Negeri Paman Sam.
Menurutnya, lobi pengusaha Israel di AS sangat berpengaruh dalam membentuk kebijakan luar negeri Washington. Hal ini membuat dukungan terhadap Israel menjadi bagian dari politik bipartisan di AS, terlepas dari kritik global.
Bersambung ke halaman berikutnya....
Selain faktor AS, Rezasyah menyebut Israel memanfaatkan ketidakteguhan negara-negara Eropa.
""Negara-negara Eropa tidak padu dalam kebijakan mereka, dan di dalam negeri masing-masing terdapat lobi Kristen-Zionis yang amat kuat,"" Rezasyah menjelaskan pandangannya.

Ia juga menyoroti besarnya kekuatan lobi Yahudi secara global, baik di bidang ekonomi, keuangan, jaringan informasi, maupun tekanan politik, yang mampu menetralkan kebijakan Uni Eropa di masa depan.
Rezasyah menilai lemahnya sikap tegas Organisasi Kerja Sama Islam (OKI) dan Liga Arab turut memperkuat posisi Israel. ""Mereka lebih takut atas Iran daripada Israel,"" katanya.
Menurutnya, Israel dan AS telah menjalin banyak perjanjian bilateral dengan masing-masing negara anggota OKI dan Liga Arab, sehingga mengurangi kemungkinan blok ini bersatu menghadapi Israel.

Meski demikian, Yon Machmudi menekankan bahwa tragedi kemanusiaan di Gaza telah membuat sejumlah sekutu lama Israel mengubah sikap.
Negara-negara seperti Prancis, Inggris, dan Australia disebut mulai mendukung Palestina setelah menyaksikan tindakan yang ""diluar batas kemanusiaan"", termasuk strategi kelaparan massal terhadap warga Palestina.
Namun, di balik perubahan sikap sebagian sekutu Barat itu, kekuatan politik dan ekonomi yang meneruskan Israel membuat negeri itu tetap kekeh terhadap pendiriannya, bahkan saat dunia menuduhnya melanggar hukum internasional dan menolak solusi dua negara."
https://www.cnnindonesia.com/internasional/20250812115101-134-1261485/trump-minta-ukraina-rusia-harus-tukar-guling-wilayah-buat-berdamai;No Title;"PresidenAmerika SerikatDonald TrumpmengatakanUkrainadanRusiaharus menyerahkan wilayah satu sama lain atau tukar guling untuk mengakhiri perang.
Dalam jumpa pers di Gedung Putih pada Senin (11/8), Trump mengatakan pertukaran wilayah akan menjadi topik dalam pertemuannya dengan Presiden Rusia Vladimir Putin di Alaska, Jumat (15/8) mendatang.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Ia berujar setelah bicara dengan sejumlah pihak sekaligus dengan Rusia, pertukaran wilayah merupakan hal yang diperlukan dan justru bagus untuk kebaikan Ukraina.
""Akan ada pertukaran wilayah yang terjadi. Saya tahu itu melalui Rusia dan melalui perbincangan dengan semua orang, demi kebaikan Ukraina,"" ucap Trump, seperti dikutipReuters.
Menurut Trump, saat ini Rusia telah menduduki sejumlah wilayah vital milik Ukraina yang harus direbut kembali sebagiannya. Oleh sebab itu, kesepakatan pertukaran wilayah mesti dilakukan guna benar-benar menghentikan perang.

Wacana pertukaran wilayah ini sebetulnya telah disinggung Trump dalam kesempatan sebelumnya. Kendati demikian, baik Rusia maupun Ukraina tidak tertarik dengan ide ini.
Negara-negara Eropa juga tak sepakat karena khawatir pemberian lahan untuk Rusia dapat mengakibatkan masalah keamanan bagi negara-negara Barat di masa mendatang.
Rusia saat ini menduduki sekitar seperlima wilayah Ukraina. Sedangkan Ukraina nyaris tidak menduduki wilayah mana pun di Rusia.

Pertemuan Trump dan Putin sendiri dikabarkan akan melibatkan Presiden Ukraina Volodymyr Zelensky dalam sesi tiga arah.
Trump memastikan hasil pembicaraannya itu akan langsung disampaikan kepada para pemimpin Eropa."
https://www.cnnindonesia.com/internasional/20250812113620-113-1261481/siap-akui-palestina-pm-australia-semprot-balik-kecaman-netanyahu;No Title;"Perdana MenteriAustraliaAnthony Albanese yang akan mengakui negaraPalestinamenyemprot balik kecaman PM Israel Benjamin Netanyahu pada Selasa (12/8).
Albanese mengungkapkan alasan pemerintahannya akan mengakui negara Palestina karena sikap keras kepala Israel yang tak mau menyudahi agresi di Jalur Gaza.

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Sikap itu, lanjutnya, jadi titik tolak Australia, Prancis, Kanada, dan Inggris, yang kini berbalik mendukung pengakuan negara Palestina lantaran Netanyahu tak mau mendengarkan peringatan dari negara-negara sekutunya.
Albanese bahkan menyebut Netanyahu selalu dalam posisi menyangkal terkait genosida Israel di Gaza yang menyebabkan puluhan ribu orang tewas dan jutaan lainnya kelaparan.
""Ia (Netanyahu) sekali lagi menegaskan kepada saya apa yang telah ia sampaikan di depan umum, yaitu menyangkal konsekuensi yang terjadi pada orang-orang yang tidak bersalah,"" tutur Albanese seperti dikutip dariReuters.

Netanyahu sebelumnya mengecam rencana Australia yang akan mengakui negara Palestina di Sidang Majelis Umum PBB.
Ia secara blak-blakan menyampaikan kekecewaannya setelah Australia mengikuti jejak sekutu AS lainnya bersiap akui negara Palestina.
""Melihat negara-negara Eropa dan Australia masuk ke dalam lubang begitu saja, langsung terjerumus ke dalamnya. Ini mengecewakan dan saya pikir ini memalukan, tapi itu tidak mengubah posisi kami,"" kata Netanyahu, dikutip dariReuters.

Australia berencana mengakui negara Palestina di Sidang Majelis Umum Perserikatan Bangsa-Bangsa pada September mendatang.
Albanese menilai pengakuan Australia itu bersama dengan Prancis, Kanada, dan Inggris bakal menambah tekanan terhadap Israel.
Keputusan Australia itu juga akan bergantung dari komitmen yang diterima Otoritas Palaestina bahwa kelompok perlawanan Hamas tak akan terlibat dalam pembetukan negara di masa mendatang.

Langkah tersebut bukan tanpa tentangan di dalam negeri Australia. Pemimpin oposisi sayap kanan, Sussan Ley, menilai keputusan itu bertentangan dengan kebijakan bipartisan yang telah lama berlaku atas Israel dan wilayah Palestina.
Langkah itu juga berisiko membahayakan hubungan antara Australia dan Amerika Serikat."
