url;title;content
https://www.cnnindonesia.com/nasional/20250812153935-20-1261638/pimpinan-mpr-sambangi-jokowi-di-solo-undang-sidang-tahunan-15-agustus;No Title;"Wakil Ketua MPR Lestari Moerdijat dan Eddy Dwiyanto Soeparno mendatangi kediaman Presiden ke-7 RIJoko Widododi Sumber, Solo, untuk mengantarkan undangansidang tahunan MPRyang bakal digelar 15 Agustus 2025.
""Kami berdua, Pak Eddy dan saya, mewakili pimpinan yang lain menyampaikan undangan untuk menghadiri sidang tanggal 15 Agustus. Jadi kenapa hanya kami berdua, karena memang waktunya pendek,"" kata Lestari Moerdijat ditemui di kediaman Jokowi di Sumber, Banjarsari, Selasa (12/8).
Pimpinan MPR terdiri dari sembilan orang yang berasal dari perwakilan partai di parlemen dan Dewan Perwakilan Daerah (DPD) RI.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Lestari berkata  para pimpinan berbagi tugas untuk menyerahkan undangan ke presiden dan wakil presiden terdahulu.
Dia mencontohkan Bambang Wuryanto mengirim undangan untuk Presiden ke-5 RI Megawati Soekarnoputri, kemudian Ketua MPR Ahmad Muzani mengirim undangan untuk Presiden Prabowo Subianto dan Wapres Gibran.

""Pak Eddy dan saya mendapat tugas untuk mengantarkan kepada Pak Jokowi,"" ungkap politisi NasDem ini.
Lestari menyebut Jokowi mengucapkan terima kasih atas undangan tersebut. Ia mengatakan Jokowi belum memberikan jawaban apakah akan hadir atau berhalangan.
""Beliau kemudian juga akan memberitahukan kita nanti tentang konfirmasi kehadiran beliau. Jadi, saya kira yang penting kami sudah menyampaikan merupakan bagian dari tugas kami di kantor menyampaikan kepada beliau,"" bebernya.
Di lokasi yang sama, Eddy Soeparno menambahkan dirinya bersama Lestari dan Jokowi berbincang santai selama satu jam. Dalam pertemuan itu, ia mengaku juga kangen-kangenan dengan Jokowi.
""Iya tadi santai 1 jam santai ketawa-ketawa,udahlama enggak ketemu. Wah, tentu kalau berjumpa dengan Pak Jokowi ya, apapun beliau Presiden kita pada waktu yang lalu lebih banyak berbicara untuk pesan-pesan beliau dalam dalam konteks kebangsaan. Tidak ada yang secara spesifik, kita lebih banyakngobrolngalor ngidul, Kangen-kangenan sama beliau,"" urai Eddy.
""Sebagaimana layaknya adik ketemu kakak, lah. Tidak ada pembicaraan yang secara khusus bincang-bincang politik atau apapun. Ini kayak betul-betul ini seperti gimana sih kalau teman ketemu atau adik ketemu kakak sudah lama nggak ketemu kira-kira seperti itu, silaturahmi keluarga,"" katanya.
Baca selengkapnyadi sini...
"
https://www.cnnindonesia.com/nasional/20250812160015-20-1261628/gempa-m64-di-papua-guncang-sarmi-hingga-jayapura;No Title;"Gempa bumiberkekuatan magnitudo 6,4 terjadi di wilayah Papua, Selasa (12/8) sore.
Badan Meteorologi Klimatologi dan Geofisika (BMKG) mencatat gempa yang terjadi pukul 15:24 WIB itu guncangannya terasa keras di Sarmi, dan dirasakan pula di Jayapura hingga Wamena.
Pusat gempa berada di laut, 27 kilometer tenggara Sarmi pada kedalaman 13 kilometer di bawah permukaan bumi.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Hasil pemodelan BMKG menunjukkan bahwa gempabumi ini tidak berpotensi tsunami.

""Dirasakan (MMI) IV-V Sarmi, II-III Kota Jayapura, II-III Kab. Jayapura, II-III Wamena,"" demikian dikutip dari akun X BMKG.
[Gambas:Twitter]
BMKG juga mencatat gempa susulan berkekuatan magnitudo 4,0 yang terjadi pukul 15.51 WIB.
Gempa susulan itu tercatat pusatnya ada di 85 kilometer barat laut Sarmi, dan kedalaman 10 kilometer.
""Disclaimer:Informasi ini mengutamakan kecepatan, sehingga hasil pengolahan data belum stabil dan bisa berubah seiring kelengkapan data,"" demikian dikutip dari akun X BMKG.
[Gambas:Twitter]
"
https://www.cnnindonesia.com/nasional/20250812153258-12-1261613/polda-jateng-kerahkan-ribuan-polisi-kawal-aksi-masyarakat-pati-besok;No Title;"Ribuan aparat gabungan bakal dikerahkan untuk mengamankan aksi demonstrasi masyarakatPati, Jawa Tengah, yang memprotes Bupati Sudewo pada Rabu (13/8).
Mengutip daridetikJateng,aparat gabungan itu berasal dariPolda Jateng, Polresta Pati, dan 14 Polres lain se-Jateng.
Kapolresta Pati Kombes Pol Jaka Wahyudi mengatakan Polresta Pati menyiapkan skema pengamanan ketat menjelang unjuk rasa pada 13 Agustus 2025 besok.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Pihaknya melibatkan personel jajaran Polresta Pati, Personel Pasukan dari Satbrimob Polda Jateng, Dit samapta Polda Jateng, gabungan Direktorat, Bidang dan Satker Mapolda Jateng serta personil 14 polres jajaran.
""Dengan total 2.684 personel. pengamanan ini bertujuan menjaga situasi tetap kondusif, aman, dan tertib tanpa mengganggu aktivitas masyarakat,"" terang Jaka dalam keterangan tertulis diterima wartawan, Selasa (12/8).

Jaka memastikan pengamanan oleh polisi akan dilakukan secara profesional dan mengedepankan pendekatan humanis.
""Kami tidak hanya fokus pada pengamanan massa, tetapi juga mengutamakan komunikasi yang baik agar situasi tetap terkendali tanpa gesekan,"" ujarnya.
Jaka menjelaskan petugas telah mendapatkan arahan teknis dan mental agar dapat bertugas sesuai prosedur. Pengamanan ini juga disertai imbauan tegas kepada peserta aksi maupun masyarakat umum untuk tidak membawa benda-benda terlarang.
""Daftar larangan meliputi minuman keras atau narkoba, senjata tajam atau senjata api, bahan peledak atau petasan, alat perusak fasilitas umum seperti batu, balok kayu, besi, botol, serta benda berbahaya lain yang berpotensi memicu provokasi,"" jelasnya.

Selain itu, Polresta Pati juga membuka jalur komunikasi dengan koordinator aksi untuk menyepakati teknis pelaksanaan di lapangan.
""Pendekatan dialogis menjadi kunci. Kami ingin memastikan aspirasi bisa tersampaikan, namun tetap dalam koridor hukum,"" jelasnya.
Lebih lanjut polisi memetakan titik-titik rawan dan menyiapkan rekayasa lalu lintas untuk menghindari kemacetan.

Sebelumnya, Massa Aliansi Masyarakat Pati Bersatu menyatakan masih tetap melanjutkan rencana aksi besar terhadap Bupati Pati, Jawa Tengah, Sudewo, setelah kenaikan Pajak Bumi dan Bangunan (PBB) hingga 250 persen dibatalkan kepala daerah tersebut.
Koordinator massa menyebut diperkirakan akan ada hingga 100 ribu orang yang akan ikut aksi unjuk rasa tersebut. Selain itu, Velombang donasi terus berdatangan di posko aliansi Masyarakat Pati Bersatu menjelang demo pada Rabu, 13 Agustus 2025.
Koordinator Donasi Masyarakat Pati Bersatu, Teguh Istyanto, hingga hari ini, Selasa (12/8), pihaknya menerima sumbangan hingga ribuan kardus air mineral. Air minum ini nantinya akan diletakkan di titik-titik sekitar Alun-alun Pati.
Pihaknya memperkirakan ada sekitar 100 ribu massa yang akan hadir demo besok.
""Kalau diperkirakan ada 100 ribu massa. Karena kita itu dianggap mewakili mereka. Mereka berharap dengan kita. Setiap sore dan malam warga menunggu untuk menyampaikan aspirasi kepada kita,"" ujarnya, Selasa, seperti dikutip daridetikJateng.

Teguh mengatakan, aksi tetap akan digelar karena masyarakat terlanjur kecewa dengan kebijakan Bupati Sudewo. Dia membeberkan di antaranya kebijakan lima hari sekolah, kemudian regrouping sekolah yang berdampak banyaknya guru honorer tidak bekerja, hingga PHK ratusan eks karyawan honorer RSUD RAA Soewondo.
""Terutama efek kebijakan Pak Sudewo itu seperti ada lima hari sekolah. Ada regrouping sekolah. Itu pasti ada dampaknya bagi guru honorer kalau ada dua sekolah menjadi satu pasti ada guru tidak bisa untuk mengabdi menjadi guru,"" terang dia.
""Kemudian ada kelurahan efisien Rumah Sakit Soewondo ternyata itu orang lama dikeluarkan tanpa pesangon. Tanpa tali asih kemudian dia merekrut karyawan baru dengan alasan meningkatkan pelayanan,"" imbuh Teguh.
DiberitakandetikJateng, donasi air mineral menggunung di sekitar posko atau sekitar Alun-alun Pati. Tumpukan kardus air mineral menumpuk di depan Kantor Bupati Pati hingga depan DPRD Pati. Selain itu, Teguh mengatakan pihaknya akan mendirikan posko evakuasi dan dapur umum untuk menunjang aksi besok.
""Nanti donasi kardus air mineral kita langsir untuk kita sebar per titik. Semua wilayah kita taruh air mineral. Kita pasang tempat tratak untuk evaluasi dan dapur umum,"" katanya.

Baca berita lengkapnyadi sini."
https://www.cnnindonesia.com/nasional/20250812154045-12-1261615/kejagung-kembalikan-laptop-tom-lembong-setelah-terima-abolisi;No Title;"Kejaksaan Agung(Kejagung) mengembalikan laptop milik mantan Menteri Perdagangan Thomas Trikasih Lembong (Tom Lembong) setelah yang bersangkutan menerima abolisi dan bebas dari penjara.
""Iya (dikembalikan),"" kata Direktur Penuntutan pada Jaksa Agung Muda Bidang Tindak Pidana Khusus (Jampidsus) Kejagung Sutikno di Jakarta, Selasa (12/8).

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Sutikno memastikan barang bukti yang di dalam putusan Majelis Hakim Pengadilan Tipikor Pengadilan Negeri Jakarta Pusat dinyatakan harus dikembalikan kepada Tom Lembong, sudah dikembalikan kepada yang bersangkutan.
Akan tetapi, untuk barang bukti yang berdasarkan putusan pengadilan masih digunakan untuk perkara lain, tidak dikembalikan karena masih digunakan untuk proses hukum sejumlah terdakwa lainnya.
""Barang bukti yang berdasarkan putusan pengadilan dipergunakan untuk perkara lain, digunakan untuk perkara lain,"" katanya.
Sebelumnya, jaksa penuntut umum (JPU) menyita laptop milik Tom Lembong yang bermerek Apple MacBook saat yang bersangkutan sedang ditahan karena kasus dugaan korupsi importasi gula di Kementerian Perdagangan.

Barang tersebut ditemukan di kamar Tom Lembong saat inspeksi mendadak (sidak) di Rumah Tahanan Salemba Cabang Kejaksaan Negeri Jakarta Selatan, pada 19 Mei 2025.
Pada 1 Agustus 2025, Tom Lembong resmi bebas dari Rumah Tahanan (Rutan) Cipinang, Jakarta, menerima abolisi dari Presiden RI Prabowo Subianto.
Abolisi merupakan hak yang dimiliki kepala negara untuk menghapuskan tuntutan pidana dan menghentikan proses hukum jika telah dijalankan.
Lantaran adanya keputusan pemberian abolisi, JPU pun mengembalikan barang-barang pribadi milik Tom Lembong."
https://www.cnnindonesia.com/nasional/20250812150756-25-1261599/lspr-mulai-pkkmb-2025-perkenalkan-budaya-kampus-ke-mahasiswa;No Title;"LSPR Institute of Communication & Business memulai rangkaian Pengenalan Kehidupan Kampus bagi Mahasiswa Baru (PKKMB) Tahun Akademik 2025/2026 dengan pelaksanaan gelombang pertama pada 4–5 Agustus 2025.
Program ini menjadi sarana bagi mahasiswa baru untuk memahami lingkungan akademik, budaya kampus, sistem pembelajaran, serta nilai-nilai yang dijunjung tinggi di LSPR.
Hari pertama kegiatan menghadirkan tujuh sesi utama yang dipandu oleh jajaran pimpinan dan staf profesional. Rektor LSPR Institute, Andre Ikhsano, membuka acara melalui sesi All About LSPR yang membahas sejarah, filosofi pendidikan, nilai-nilai, dan sistem pembelajaran kampus.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Dekan Fakultas Komunikasi, Sri Ulya Suskarwati, memaparkan informasi terkait sistem akademik, English Division, IRPO, dan program Magang Berdampak. Wakil Rektor II Bidang Pelaporan dan Administrasi Akademik, Alppy Valdez, menjelaskan sistem pendampingan mahasiswa melalui Hotline LSPR.
Sementara itu, Wakil Rektor III Bidang Kemahasiswaan, Mikhael Yulius Cobis, memperkenalkan organisasi kemahasiswaan seperti SGO, SA, STMC, BEM, dan HIMA, sekaligus menggarisbawahi budaya prestasi dan penerapan nilai Anti 5 Dosa Perguruan Tinggi.
Pada kesempatan tersebut, ia menyampaikan bahwa PKKMB memiliki peran penting dalam mendukung transisi mahasiswa dari pendidikan sekolah menengah menuju dunia perkuliahan.
“PKKMB bukan hanya tentang mengenal kampus, tapi tentang membentuk karakter mahasiswa yang siap berkontribusi, berprestasi, dan bersaing secara global. Kami di LSPR percaya bahwa setiap mahasiswa baru adalah agen perubahan di masa depan,” ujarnya dalam keterangan tertulis, Selasa (12/8).
Sesi berikutnya diisi oleh Sophia Bernadette dengan materi Pencegahan dan Penanganan Kekerasan Seksual (PPKS).
Tim Marketing kemudian memperkenalkan program unggulan LSPR United dan Professional Global Pathway (PGP). Hari pertama ditutup oleh Raphael Antonius Arnold Prawira dari IT Department yang memberikan penjelasan terkait sistem digital kampus.
Pada hari kedua, mahasiswa baru mengikuti pengenalan struktur akademik berdasarkan jurusan masing-masing di Faculty of Communication dan Faculty of Business. Kegiatan ini menjadi kesempatan awal membangun hubungan dengan dosen dan rekan satu fakultas.
Di samping itu, terdapat permainan berformat pos to pos yang dirancang untuk memperkuat interaksi, kolaborasi, dan kekompakan di antara mahasiswa baru.
Pada kesempatan tersebut, Mikhael menyampaikan bahwa PKKMB memiliki peran penting dalam mendukung transisi mahasiswa dari pendidikan sekolah menengah menuju dunia perkuliahan.
Gelombang selanjutnya PKKMB akan digelar sebagai bagian dari penyambutan mahasiswa baru Tahun Akademik 2025/2026. Informasi pendaftaran dan agenda kegiatan tersedia melalui situs resmiLSPR, dan akun Instagram @joinlspr."
https://www.cnnindonesia.com/nasional/20250812151351-20-1261604/istana-warga-tak-wajib-pakai-baju-adat-di-upacara-hut-ke-80-ri;No Title;"Menteri Sekretaris NegaraPrasetyo Hadimengatakan masyarakat yang menghadiri upacara HUT ke-80 RI di Istana Merdeka, Jakarta, tidak wajib mengenakanpakaian adat.
Menurut Prasetyo, ketentuan memakai baju adat hanya berlaku bagi undangan resmi dari pihak Istana.
""Kalau untuk undangan resmi memang ada, kita harapkan menggunakan pakaian adat. Tapi untuk masyarakat ya kita tidak, tidak mewajibkan untuk menggunakan pakaian tertentu,"" kata Pras di Kompleks Istana Kepresidenan, Selasa (12/8).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Yang penting semangatnya. Nuansanya, kalau memang di rumah punya mungkin baju warna merah, ada warna merah putihnya, pakailah,"" imbuhnya.

Prasetyo mengatakan total undangan upacara mencapai 16.000 orang. Undangan tersebut nantinya akan dibagi menjadi dua kelompok yakni Upacara Pengibaran Bendera dan Upacara Penurunan Bendera Merah Putih.
""(Tamu undangan) pagi 8.000 dan sore 8.000,"" ujarnya kepada wartawan
Prasetyo menyampaikan permohonan maaf kepada masyarakat yang belum berhasil mendapatkan kuota tiket undangan Upacara HUT ke-80 RI.
Ia mengakui antusiasme masyarakat yang ingin bergabung menyaksikan upacara HUT ke-80 RI di Istana Kepresidenan sangatlah tinggi. Namun tidak semuanya bisa diakomodir karena keterbatasan tempat.
""Banyak masyarakat yang sebenarnya antusias ingin ikut hadir merayakan tetapi sekali lagi, karena keterbatasan tempat, tidak bisa semuanya tertampung,"" ujarnya.

Upacara HUT ke-80 RI ini merupakan pertama kalinya usai Presiden Prabowo Subianto resmi dilantik pada 20 Oktober 2024 lalu. Ia mengaku ingin upacara peringatan digelar secara sederhana di Jakarta.
Dalam perayaannya nanti, Prabowo juga memberikan kesempatan bagi masyarakat umum untuk mengikuti peringatan detik-detik proklamasi di Istana Merdeka.
Wakil Menteri Sekretaris Negara Juri Ardiantoro menyebut pemerintah mengalokasikan sekitar 80 persen dari 8 ribu tamu undangan bagi masyarakat umum."
https://www.cnnindonesia.com/nasional/20250812151208-12-1261603/polisi-ringkus-pembegal-pekerja-pulang-malam-kerja-di-tangsel;No Title;"Sub Direktorat Reserse Mobile (Resmob) DitreskrimumPolda Metro Jayameringkus terduga pembegal bersenjata tajam terhadap orang pulang kerja saat dini hari di Tangerang Selatan (Tangsel), Banten, pada Sabtu (2/8).
""Pelakunya empat orang, inisial DI (24), NAR (19), ES (18), dan AS (31). Mereka diringkus pada Rabu (6/8),"" kata Kasubdit Resmob Ditreskrimum Polda Metro Jaya, AKBP Resa Fiardi Marasabessy dalam keterangan resmi di Jakarta, Selasa (12/8).

ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Resa menjelaskan peristiwa tersebut terjadi pada Sabtu dini hari lalu sekira pukul 03.00 WIB. Peristiwa pembegalan itu terjadi di Komplek Griya Larasati Kuburan Rusa, Pondok Ranji, Ciputat Timur, Tangerang Selatan.
""Saat korban berinisial FH hendak pulang dari tempat bekerja di daerah BSD, Serpong Tangerang Selatan menggunakan sepeda motor,"" katanya.
Kemudian saat korban melintas di TKP tiba-tiba dari sebelah kanan tiga orang pelaku yang menggunakan sepeda motor memepet korban dan salah seorang pelaku menarik stang korban sebelah kanan sehingga korban oleng dan terjatuh.
""Selanjutnya seorang pelaku lainnya mengancam korban dengan mengarahkan senjata tajam jenis celurit ke arah korban,"" kata Resa.

Kemudian korban berhenti dan salah seorang pelaku langsung membawa kabur sepeda motor korban berikut satu buah tas yang berisi satu unit ponsel, KTP, SIM, STNK, dan kartu ATM.
""Selanjutnya korban melaporkan kejadian tersebut ke Polres Tangerang Selatan dan para pelaku berhasil ditangkap di Sawangan, Depok pada 6 Agustus 2025 dini hari,"" kata Resa.
Resa menjelaskan petugas menyita satu buah BPKB, satu unit ponsel dan tiga buah celurit dan para tersangka dijerat dengan Pasal 365 KUHP tentang tindak pidana pencurian yang disertai atau didahului dengan kekerasan atau ancaman kekerasan dan Pasal 480 KUHP mengatur tentang tindak pidana penadahan.
""Dengan ancaman hukuman maksimal sembilan tahun penjara untuk pencurian biasa yang disertai kekerasan,"" katanya.
"
https://www.cnnindonesia.com/nasional/20250812145114-20-1261592/komnas-ham-minta-pangkostrad-tunda-pengosongan-rumah-di-kebayoran-lama;No Title;"Komisi Nasional Hak Asasi Manusia (Komnas HAM) meminta Panglima Komando Cadangan Strategis Angkatan Darat (Pangkostrad) untuk menunda rencana pengosongan rumah yang dihuni warga RW 007, Kelurahan Kebayoran Lama Selatan, Kecamatan Kebayoran Lama, Jakarta Selatan.
Permintaan tersebut merupakan tindak lanjut atas penanganan aduan yang dibuat perwakilan warga RW 007 berinisial DSN dan kawan-kawan pada Juli 2025 lalu.
Adapun Komnas HAM mempunyai kewenangan pemantauan dan penyelidikan sebagaimana diatur dalam Pasal 89 ayat 3 Undang-undang Nomor 39 Tahun 1999 tentang Hak Asasi Manusia (UU HAM).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
""Menunda rencana pengosongan rumah yang dihuni oleh warga RW 007, Kelurahan Kebayoran Lama Selatan, Kecamatan Kebayoran Lama, Jakarta Selatan, dalam rangka memberikan jaminan kondisi yang kondusif bagi pelaksanaan hak asasi manusia,"" demikian bunyi kesimpulan tersebut sebagaimana surat Komnas HAM bernomor: 625/PM.00/SPK.02/VIII/2025 tertanggal 11 Agustus 2025.
Komnas HAM meminta kepastian situasi kondusif dengan tidak melakukan tindakan intimidatif dan represif terhadap warga yang dapat memprovokasi konflik.

Kemudian, Komnas HAM meminta Pangkostrad agar menyampaikan penjelasan atas permasalahan tersebut paling lambat 30 hari sejak surat diterima.
Sebelumnya, warga RW 007 berinisial DSN dkk menyampaikan keberatan atas rencana pengosongan rumah di lingkungan RW 007, Kelurahan Kebayoran Lama Selatan, Kecamatan Kebayoran Lama, Jakarta Selatan, sebagaimana surat dari Asisten Logistik Kostrad nomor: B/1401/VII/2025 tanggal 14 Juli 2025 yang berdasarkan putusan Mahkamah Agung (MA) RI nomor: 489 K/Pdt/2013 tertanggal 19 Desember 2014.
Pada pokok aduan, warga RW 007 menilai putusan MA yang menjadi dasar Surat Peringatan (SP) 1 itu bukan merupakan putusan yangcondemnatoir, sehingga tidak dapat dieksekusi.
Putusancondemnatoiratau kondemnator adalah putusan yang memuat amar yang menghukum salah satu pihak yang berperkara.
Menurut pengadu, apabila Panglima Kostrad cq Asisten Logistik Kostrad berpendapat sebaliknya maka eksekusi atas putusan MA tersebut hanya dapat dilakukan melalui penetapan eksekusi dari Pengadilan Negeri yang berwenang.
Pengadu berpendapat rumah yang saat ini ditinggali bukan rumah negara di lingkungan Kementerian Pertahanan maupun TNI, karena pembangunan dan renovasi atas rumah dilakukan secara pribadi oleh masing-masing penghuni tanpa menggunakan uang negara (APBN).
Menurut pengadu, tindakan pengosongan rumah oleh Asisten Logistik Kostrad dilakukan tanpa melalui proses Aanmaining dan penetapan pengadilan tentang eksekusi atau pengosongan merupakan perbuatan main hakim sendiri (eigenrichting) atau perbuatan sewenang-wenang, bahkan merupakan pelanggaran terhadap HAM.
"
https://www.cnnindonesia.com/nasional/20250812142229-12-1261572/tom-lembong-ke-ombudsman-cek-laporan-terkait-auditor-bpkp-soal-gula;No Title;"Menteri Perdagangan periode 12 Agustus 2015-27 Juli 2016 Thomas Trikasih Lembong aliasTom Lembongbersama tim penasihat hukumnya menyambangi KantorOmbudsman RIdi Jalan Rasuna Said, Jakarta Selatan, Selasa (12/8).
Dia ingin mengetahui perkembangan atas laporannya mengenai tim audit perhitungan kerugian negara Badan Pengawas Keuangan dan Pembangunan (BPKP).
""Betul, jadi penasihat hukum saya sudah mendaftarkan laporan kami dan hari ini kami menindaklanjuti sama seperti halnya kemarin di Komisi Yudisial,"" kata Tom di Ombudsman.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Tom menjelaskan alasan dirinya melaporkan auditor BPKP karena ingin melakukan pembenahan. Dia menegaskan tidak ada masalah personal terkait hal itu.
Tom menyimpulkan hasil audit perhitungan kerugian negara oleh BPKP dalam kasus dugaan korupsi impor gula membutuhkan evaluasi.
""Jadi, jangan sampai kita lakukan yang namanya pembiaran. Tidak bisa kita biarkan, ini layak kita angkat dan layak kita sisihkan waktu dan tenaga untuk bekerja sama dengan pengawas,"" ungkap dia.
Tom meyakini tidak ada kerugian negara dalam kegiatan impor gula tahun 2015-2016.
""Sekali lagi sebagai orang yang berkarier di bidang keuangan dan pernah di bidang kebijakan, saya yakin sekali bahwa tidak ada kerugian negara. Kita bisa memaafkan kalau ada hasil (audit) yang keliru kalau prosesnya baik, profesional,"" tandasnya.

Tom diketahui juga sudah membuat laporan ke BPKP. Selain itu, dia secara khusus melaporkan dugaan pelanggaran kode etik dan perilaku hakim Pengadilan Tipikor yang memvonisnya dengan pidana 4,5 tahun penjara ke Komisi Yudisial (KY) dan Mahkamah Agung (MA).
Seluruh laporan tersebut disampaikan pada Senin, 4 Agustus 2025.
Tom sudah melakukan audiensi dengan KY pada Senin (11/8). Sementara untuk laporan di MA belum ada perkembangannya. Tom sebelumnya resmi keluar dari Rumah Tahanan Negara (Rutan) Kelas I Cipinang, Jakarta Timur, setelah menerima abolisi dari Presiden RI Prabowo Subianto.
Dia resmi menghirup udara bebas pada Jumat, 1 Agustus 2025 malam.
Tom sempat divonis dengan pidana 4,5 tahun penjara dan denda sebesar Rp750 juta subsider 6 bulan kurungan dalam kasus korupsi impor gula. Sebelum menerima abolisi, Tom seyogianya sudah mengajukan upaya hukum banding.
"
https://www.cnnindonesia.com/nasional/20250812150234-32-1261597/prabowo-kukuhkan-paskibraka-hut-ri-ke-80-di-istana-besok;No Title;"PresidenPrabowo Subiantobakal mengukuhkan calonPaskibrakaNasional 2025 yang akan bertugas pada peringatan HUT ke-80 RI, pada Rabu (13/8).
Menteri Sekretaris Negara Prasetyo Hadi menyebut proses pengukuhan itu akan dilakukan sebelum pelaksanaan geladi bersih Upacara HUT ke-80 RI di Istana Merdeka.
""Rencananya tanggal 13 (Agustus). (Pengukuhan) Sebelum geladi,"" ujarnya kepada wartawan usai di halaman Istana Merdeka, Jakarta, Selasa (12/8).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Prasetyo mengatakan nantinya proses geladi atau latihan masih akan terus dilakukan hingga terakhir pada Kamis (14/8) mendatang.

Ia menyebut penyesuaian rangkaian kegiatan dan evaluasi juga terus dilakukan agar dapat menampilkan yang terbaik pada saat peringatan HUT ke-80 RI.
""Namanya masih gladi kotor jadi belum belum sempurna, sambil kita juga mengevaluasi mana yang sekiranya perlu kita perbaiki,"" tuturnya.
Dalam kesempatan itu, Prasetyo mengatakan nantinya akan ada konsep baru dalam perayaan HUT RI tahun ini. Meski begitu, ia tidak merinci konsep baru yang akan menjadi kejutan nantinya.
Upacara HUT ke-80 RI ini merupakan pertama kalinya usai Presiden Prabowo Subianto resmi dilantik pada 20 Oktober 2024 lalu. Ia mengaku ingin upacara peringatan digelar secara sederhana di Jakarta.

Dalam perayaannya nanti, Prabowo juga memberikan kesempatan bagi masyarakat umum untuk mengikuti peringatan detik-detik proklamasi di Istana Merdeka.
Wakil Menteri Sekretaris Negara Juri Ardiantoro menyebut pemerintah mengalokasikan sekitar 80 persen dari 8 ribu tamu undangan bagi masyarakat umum.


"
