title;url;content
Minta Maaf, Eko Patrio Cerita Takut Joget Lagi Gara-Gara Videonya Viral;https://www.liputan6.com/news/read/6141227/minta-maaf-eko-patrio-cerita-takut-joget-lagi-gara-gara-videonya-viral;"Liputan6.com, Jakarta - Sekjen Partai Amanat Nasional (PAN) Eko Hendro Purnomo alias Eko Patrio mengaku takut untuk berjoget lagi usai videonya viral bersama anggota DPR lainnya di sidang tahunan MPR. Hal ini lantaran HUT ke-27 PAN dibalut meriah dengan hiburan musik. ""Baik, kamu jangan jauh-jauh ya, kalau jauh-jauh saya goyah. Apalagi tadi lihat joget, takut joget lagi saya nanti. Kalau saya joget viral malah,"" kata Eko di acara HUT ke-27 PAN di Jakarta, Minggu (24/8) malam."
Bahlil Singgung KPI Ketum Tambah Kursi di DPR: Kalau Turun, Mohon Maaf Prestasinya Tidak Bagus;https://www.liputan6.com/news/read/6141116/bahlil-singgung-kpi-ketum-tambah-kursi-di-dpr-kalau-turun-mohon-maaf-prestasinya-tidak-bagus;"Liputan6.com, Jakarta - Ketua Umum Partai Golkar, Bahlil Lahadalia, menginstruksikan kepada seluruh kader partai berlambang beringin itu untuk bekerja keras agar kursi di DPR RI bertambah pada Pemilihan Umum (Pemilu) tahun 2029. ""Kalau sekarang 102 kursi di DPR, maka harus kita naikkan menjadi di atas 102. Berapa-nya? Itu soal lain,"" katanya saat membuka Musyawarah Daerah (Musda) Golkar Sulawesi Tengah di Palu. Demikian dikutip dari Antara, Senin (25/8/2025). Baca Juga Bahlil Lahadaliamenjelaskan key performance indicator (KPI) seorang ketua umum dan pengurus partai, terletak dari seberapa banyak bisa menambah kursi di parlemen. Advertisement"
Rayakan HUT ke-27, PAN Gelar Award dengan Tema Pangan;https://www.liputan6.com/news/read/6141043/rayakan-hut-ke-27-pan-gelar-award-dengan-tema-pangan;"Liputan6.com, Jakarta - Partai Amanat Nasional (PAN) menggelar acara PAN Award sebagai rangkaian hari ulang tahun (HUT) ke-27 tahun. Acara digelar pada Minggu, (24/8/2025) malam. PAN memberikan penghargaan kepada sejumlah elemen masyarakat dan pegiat media sosial yang konsen terhadap ketahanan pangan. Baca Juga Sekjen PAN Hendro Purnomo alias Eko Patrio menyebut, acara award ini diberikan kepada masyarakat yang peduli akan ketahanan pangan dari berbagai daerah ini bertujuan memberikan apresiasi pada pejuang pangan. Advertisement ""Jargonnya adalah pangan terdepan. 27 tahun pangan terdepan, tema ini bukan sekedar hiasan, tetapi pesan kuat bahwa Partai Amanat Nasional akan terus berada di barisan terdepan dalam mendukung kedaulatan pangan Indonesia,"" kata Eko dalam sambutan. Menurutnya, PAN memiliki sejumlah program unggulan jelang HUT ke-27. Salah satunya, memberikan 2.700 bantuan pangan kepada masyarakat yang membutuhkan. ""Bantuan pangan di seluruh tingkatan DPW akan membagikan kurang lebih 2.700 bantuan pangan kepada masyarakat, ini menyatakan bukti bahwa PAN hadir dan selalu membantu dan memberikan manfaat kepada masyarakat,"" pungkasnya. "
HUT ke-27 PAN, Zulhas Puji Prabowo Satu-satunya Presiden yang Berani Terapkan Pasal 33 UUD 1945;https://www.liputan6.com/news/read/6141072/hut-ke-27-pan-zulhas-puji-prabowo-satu-satunya-presiden-yang-berani-terapkan-pasal-33-uud-1945;"Liputan6.com, Jakarta - Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan (Zulhas) memuji langkah Presiden Prabowo Subianto dalam menerapkan prinsip Pasal 33 UUD 1945. Yaitu dengan mengedepankan ekonomi gotong royong dan pemerataan. Hal itu disampaikan Zulhas saat memberikan sambutan dalam peringatan HUT ke-27 PAN, di Jakarta, Minggu (24/8/2025) malam. Baca Juga ""Saudara-saudara, kita punya Presiden Pak Prabowo Subianto, satu-satunya presiden yang berani menerapkan Pasal 33, pemberdayaan, pemerataan, gotong royong, ekonomi Pancasila,"" kata Zulhas. Advertisement Menurutnya, kebijakan yang diambil Prabowo sejalan dengan cita-cita PAN dalam memperjuangkan keadilan sosial dan pemberdayaan masyarakat. ""Nah itulah yang Partai Amanat Nasional perjuangkan hari-hari ini dan hari yang akan datang,"" ujarnya. Zulhas menyebut, semangat ekonomi Pancasila yang dijalankan Prabowo harus terus didukung agar mampu menghadirkan pemerataan kesejahteraan bagi seluruh rakyat Indonesia. Adapun, Pasal 33 UUD 1945 merupakan landasan perekonomian Indonesia yang menekankan prinsip demokrasi ekonomi dengan asas kekeluargaan dan gotong royong. "
Prabowo Sambangi Kediaman Ma’ruf Amin, Cium Tangan Lalu Diskusi Bahas Pembangunan RI;https://www.liputan6.com/news/read/6140951/prabowo-sambangi-kediaman-maruf-amin-cium-tangan-lalu-diskusi-bahas-pembangunan-ri;"Liputan6.com, Jakarta - Presiden Prabowo Subianto menyambangi kediaman Wakil Presiden Republik Indonesia ke-13, K.H. Ma’ruf Amin di Depok, Jawa Barat, hari ini. Tampak dalam kunjungan tersebut, kepala negara menunduk dan mencium tangan sang kiai. Mengutip informasi yang dipublikasi sosial media resmi presiden, kunjungan itu menjadi bentuk silaturahmi dengan tujuan mempererat tali persaudaraan. Baca Juga ""Presiden menyambangi dalam rangka silaturahmi dan mempererat tali persaudaraan,"" tulis Tim Media Prabowo Subianto seperti dikutip Minggu (24/8/2025). Advertisement Dalam kunjungannya, Prabowo disebut berdiskusi dan bertukar pikiran dengan Ma'ruf Amin perihal pembangunan bangsa. ""Kedua pemimpin berdiskusi dan bertukar pikiran mengenai arah pembangunan bangsa ke depan,"" jelas keterangan tersebut. Prabowo berharap, kunjungan itu diartikan hubungan baik antar pemimpin Republik Indonesia dari masa ke masa. ""Kunjungan ini juga mencerminkan kehangatan hubungan antar pemimpin bangsa serta menegaskan semangat persatuan yang senantiasa menjadi landasan kokoh dalam perjalanan Indonesia,"" dia menandasi. "
Survei: Abolisi dan Amnesti Tak Guncang Hubungan Prabowo-Jokowi;https://www.liputan6.com/news/read/6140838/survei-abolisi-dan-amnesti-tak-guncang-hubungan-prabowo-jokowi;Liputan6.com, Jakarta - Hasil survei nasional Polling Institute menunjukkan mayoritas publik tidak percaya bahwa hubungan Presiden Prabowo Subianto dengan Presiden ke-7 RI, Joko Widodo (Jokowi), retak usai kebijakan pemberian abolisi dan amnesti kepada Tom Lembong dan Hasto Kristiyanto. Dalam survei yang digelar pada 4–7 Agustus 2025 itu, sebanyak 52,1 persen responden menyatakan tidak percaya (28,3 persen kurang percaya dan 23,8 persen tidak percaya sama sekali) terhadap anggapan bahwa hubungan Prabowo–Jokowi tidak harmonis pasca kebijakan tersebut. Baca Juga Sementara itu, yang menyatakan percaya hanya 23,2 persen (3,6 persen sangat percaya dan 19,6 persen cukup percaya). Adapun sisanya, 24,8 persen, memilih tidak tahu atau tidak menjawab. Advertisement “Temuan ini mengindikasikan bahwa publik melihat hubungan Prabowo dan Jokowi relatif stabil, meskipun muncul kebijakan yang berpotensi menimbulkan tafsir politik seperti pemberian abolisi dan amnesti,” ujar Kennedy Muslim, Peneliti Utama Polling Institute, saat memaparkan rilis survei bertajuk ‘Tingkat Kepercayaan Publik Terhadap Lembaga Negara dan Isu-Isu Politik Terkini’ secara virtual, Minggu (24/8). Menurut Kennedy, mayoritas publik menilai kebijakan Prabowo tersebut lebih sebagai langkah politik yang berorientasi pada rekonsiliasi, bukan pemicu disharmoni. “Responden cenderung menilai keputusan Presiden justru memperluas ruang politik inklusif, sehingga isu retaknya hubungan Prabowo–Jokowi tidak terlalu dipercaya,” jelasnya. 
Jelang Muktamar, PPP Jakarta Solid Dukung Mardiono;https://www.liputan6.com/news/read/6140995/jelang-muktamar-ppp-jakarta-solid-dukung-mardiono;"Liputan6.com, Jakarta - Jelang Muktamar X, Dewan Pimpinan Wilayah Partai Persatuan Pembangunan (DPW PPP) DKI Jakarta menggelar Musyawarah Kerja Wilayah (Mukerwil) ke-3, di Pulau Tidung, Kepulauan Seribu, Jakarta, 23-24 Agustus 2025. Dalam sambutannya Ketua DPW PPP DKI Jakarta Saiful Rahmat Dasuki (jipul) mengatakan bahwa Mukerwil III Ini diselenggarakan menjelang Muktamar setelah sebelumnya serangkaian mukercab sejak 3 Agustus 2025 kemarin yang dimulai dari DPC Jakarta Pusat dan diakhiri hari ini di DPC pulang seribu. Baca Juga Hasil mukercab dari seluruh DPC se-DKI Jakarta sepakat dan tetap solid mendukung Muhamad Mardiono sebagai ketua umum periode berikutnya. Advertisement ""Jika Ketum bilang langit itu hijau, maka kami akan sebut langit itu hijau,"" ungkapnya. ""Jadi hari ini mukerwil III PPP DKI Jakarta hanya meneruskan aspirasi di bawah dan tentunya nanti banyak hal-hal yang perlu kita evaluasi dan bicarakan serta mencari solusi terbaik agar PPP DKI Jakarta bisa bangkit kembali dan tetap jaya Dengan ridho Allah SWT sebagai partainya umat Islam,"" tegasnya. Jipul juga mengatakan saat ini Jakarta membutuhkan Muhamad Mardiono untuk kembali memimpin Partai berlambang Ka'bah. “Kalau kami Jakarta hari ini memandang, kamilah yang membutuhkan Pak Mardiono untuk kembali memimpin,” ungkapnya. Kehadiran Ketum Mardiono pada Mukerwil III ini beserta para pengurus DPP PPP lainnya menurutnya sangat luar biasa. “Ini surprise sekali, terima kasih Pak Ketum, karena tadi sudah saya sampaikan bahwa ini juga merupakan janji Pak Ketum untuk datang ke Kepulauan Seribu. Hari ini dibayar tunai oleh Pak Ketum dan teman-teman dari DPP. Kami sangat bangga sekali hari ini,” ujarnya. "
Mardiono: Kalau Mayoritas Kader Menghendaki, Saya Siap Kembali Pimpin PPP;https://www.liputan6.com/news/read/6140888/mardiono-kalau-mayoritas-kader-menghendaki-saya-siap-kembali-pimpin-ppp;"Liputan6.com, Jakarta - Plt Ketua Umum PPP Muhamad Mardiono bersuara soal dirinya yang akan dicalonkan kembali sebagai ketua umum PPP secara definitif. Dia menegaskan, menegaskan dirinya tidak ada ambisi pribadi dan menyerahkan sepenuhnya kepada kader di forum Muktamar. “Saya dalam hal ini memimpin adalah amanah, saya tidak berambisi,” kata Mardiono seperti dikutip dari siaran pers, Minggu (24/8/2025). Baca Juga Meski begitu, dia tak menampik jika dukungan menakhodai PPP secara definitif bermunculan dari berbagai daerah. Karenanya, jika memang para kader menghendaki, maka Mardiono siap kembali menahkodai PPP secara definitif. Advertisement ""Kalau kader mayoritas menghendaki saya untuk memimpin kembali, Insya Allah saya memenuhi panggilan itu,"" tegas dia. Berbicara soal Pemilu 2029, Mardiono mengaku saat ini PPP mulai memanaskan mesin politik. Hal itu disampaikan Mardiono saat menghadiri Musyawarah Kerja Wilayah (Mukerwil) PPP Kepulauan Seribu, Sabtu (23/8). ""Mukerwil adalah pijakan penting dalam konsolidasi internal partai yang akan menghasilkan beberapa ide, gagasan, yang akan disampaikan lebih lanjut pada Muktamar mendatang,"" sebut Mardiono. Dia memastikan, setiap agenda politik yang dijalankan partai akan diarahkan pada persiapan menghadapi kontestasi nasional mendatang. “Tentu adalah pijakan kita untuk konsolidasi, mempersiapkan, termasuk membuat rencana kerja menyongsong Pemilu 2029 yang akan datang,” Mardiono menandasi.  "
Survei: Mayoritas Publik Tak Percaya Isu Ijazah Palsu Jokowi;https://www.liputan6.com/news/read/6140901/survei-mayoritas-publik-tak-percaya-isu-ijazah-palsu-jokowi;Liputan6.com, Jakarta - Survei nasional Polling Institute menunjukkan mayoritas masyarakat tidak mempercayai isu ijazah palsu yang ditudingkan kepada mantan Presiden Joko Widodo (Jokowi). Meski cukup massif terdengar di ruang publik, tingkat kepercayaan publik terhadap isu tersebut sangat rendah. Baca Juga Peneliti Utama Polling Institute, Kennedy Muslim, memaparkan 73,3 persen responden mengaku pernah mendengar isu ijazah palsu Jokowi, sementara 26,7 persen sama sekali tidak mengetahui. Advertisement “Artinya, isu ini memang cukup massif terdengar di ruang publik, namun pemaknaannya beragam di tengah masyarakat,” kata Kennedy saat merilis hasil survei secara virtual, Minggu (24/8/2025). Dari kelompok yang mengetahui isu ini, mayoritas justru tidak mempercayainya. Sebanyak 41,5 persen responden menyatakan tidak percaya sama sekali, 25,6 persen kurang percaya, sementara hanya 11,8 persen percaya dan 1,9 persen sangat percaya. Adapun 19,2 persen menjawab tidak tahu atau tidak merespons. 
Noel Minta Amnesti, Komisi III: Tidak Bisa Diberikan Sembarangan;https://www.liputan6.com/news/read/6140676/noel-minta-amnesti-komisi-iii-tidak-bisa-diberikan-sembarangan;"Liputan6.com, Jakarta - Anggota Komisi III DPR RI, Hinca Pandjaitan menyatakan pemberian amnesti tidak bisa dilakukan sembarangan. Ia mengingatkan, ada prosedur pemberian dan pertimbangan yang harus sangat matang. Hal tersebut menanggapi Wakil Menteri Ketenagakerjaan (Wamenaker) Immanuel Ebenezer alias Noel yang berharap mendapat amnesti dari Presiden Prabowo Subianto. Baca Juga ""Dalam kasus ini, saya tidak melihat ada pertimbangan yang khusus untuk ditimbang Presiden. Apalagi ia adalah wamennya Presiden yang punya program Asta Cita memberantas korupsi,"" kata Hinca pada wartawan, Minggu (24/8/2025). Advertisement Hinca menyebut, perbuatan Noel telah melukai rasa keadilan publik sehingga tak ada hal baik untuk jadi bahan pertimbangan pemberian amnesti. ""Saya tak melihat ada hal-hal yang dapat dipertimbangkan memberi pengampunan amnesti,"" kata dia. "
