title;url;content
Perjalanan Asmara Azizah Salsha dengan Pratama Arhan: Menikah Usia 19 hingga Selebrasi Bucin di Lapangan;https://www.liputan6.com/showbiz/read/6141590/perjalanan-asmara-azizah-salsha-dengan-pratama-arhan-menikah-usia-19-hingga-selebrasi-bucin-di-lapangan;Liputan6.com, Jakarta Hubungan Azizah Salsha dan Pratama Arhan kini kembali menjadi sorotan, dengan kabar bahwa keduanya kini tengah menjalani proses perceraian. Biduk rumah tangga keduanya sebenarnya belum terlalu lama berlayar, baru sekitar dua tahun. Pratama Arhan menikah dengan Azizah Salsha di Masjid Indonesia Tokyo, Jepang, pada 20 Agustus 2023 lalu. Kala itu, sang pesepak bola sedang berkiprah sebagai pemain klub Tokyo Verdy di Liga 2 Jepang. Baca Juga Kala itu, pernikahan ini langsung menarik perhatian publik, bukan hanya karena sosok Pratama Arhan sebagai pesepak bola yang namanya tengah melambung. Azizah Salsha juga sosok yang dikenal publik sebagai anak anggota DPR RI Andre Rosiade. Pernikahan keduanya kala itu juga jadi buah bibir warganet, karena sebelumnya tidak terdengar kabar bahwa Arhan dan Azizah tengah menjalin hubungan. Advertisement Sekadar informasi, Pratama Arhan dan Azizah Salsha menikah di usia yang terbilang sama-sama masih muda. Arhan kini berusia 21 tahun dan Azizah berusia 19 tahun. Ketua PSSI sekaligus Menteri Badan Usaha Milik Negara (BUMN) RI, Erick Thohir dan Wakil Ketua DPR RI, Sufmi Dasco Ahmad, menjadi saksi perkawinan Pratama Arhan dengan Azizah Salsha di Negeri Sakura. 
Ria Ricis Makin Bersinar Berkat Treatment Kecantikan di Korea: Bangun-Bangun Sudah Glowing;https://www.liputan6.com/showbiz/read/6141386/ria-ricis-makin-bersinar-berkat-treatment-kecantikan-di-korea-bangun-bangun-sudah-glowing;"Liputan6.com, Jakarta Ria Ricis kini makin bersinar saja. Bukan karena oplas, rupanya ia baru menjalani treatment kecantikan di Korea Selatan. Saat ditemui wartawan baru-baru ini, ia menjabarkan pengalamannya menjalani perawatan di Negeri Ginseng, meski tak merinci treatment apa yang ia jalani. ""Pokoknya aku disuntik tidur, dibius tidur terus bangun-bangun tuh udah glowing gitu. Nah sekarang hasilnya kayak gini,"" kata Ria Ricis saat ditemui di kawasan Bintaro, Tangerang pada Sabtu (23/8/2025), dilansir dari Kapanlagi. Baca Juga Adik Oki Setiana Dewi ini menceritakan, bahwa perawatan tersebut termasuk pengambilan darah dari tubuhnya yang kemudian diproses dan diaplikasikan kembali ke wajah. Menurutnya, prosedur ini bertujuan untuk membuat wajah glowing dan mengencangkan kulit. Advertisement Perawatan diri ini adalah ikhtiar Ria Ricis untuk menjaga penampilan, mengingat ia adalah public figure yang juga terlibat kontrak untuk promosi sejumlah produk. Baginya, merawat diri adalah bentuk tanggung jawab dan profesionalisme. ""Penampilan menurut aku penting ya, karena kan itu yang nomor satu dilihat, yang kelihatan bagi orang,"" tuturnya."
Geger Azizah Salsha dan Pratama Arhan Dikabarkan Jalani Proses Perceraian;https://www.liputan6.com/showbiz/read/6141512/geger-azizah-salsha-dan-pratama-arhan-dikabarkan-jalani-proses-perceraian;"Liputan6.com, Jakarta Kabar mengejutkan datang dari rumah tangga Pratama Arhan dan Azizah Salsha. Pasangan ini diduga tengah menjalani proses perceraian di Pengadilan Agama Tigaraksa, Tangerang, pada Senin (25/8/2025). Kabar ini muncul di tengah isu keretakan rumah tangga yang santer beredar beberapa waktu belakangan. Diwartakan Kapanlagi.com, terungkapnya sidang cerai ini rupanya terjadi secara tak sengaja. Baca Juga Diberitakan, awalnya awak media berada di lokasi untuk reportase sidang perceraian pasangan selebriti lain. Namun, muncul panggilan dari pengeras suara di ruang sidang yang menarik perhatian juru warta. Advertisement Dua nama yang dipanggil adalah Pratama Arhan dan Nurul Azizah Rosiade, yang merupakan nama lengkap Azizah Salsha, untuk masuk  ke Ruang Sidang III. Namun keduanya tidak terlihat di lokasi. Proses persidangan pun berjalan singkat, hanya 15 menit. Diwartakan pula bahwa hanya terlihat pihak dari pesepak bola yang terlihat, sementara perwakilan pihak Azizah tak terlihat sama sekali. Saat ditanya mengenai jalannya sidang, perwakilan pihak Pratama Arhan menjawab singkat,  ""Aman."""
Sinopsis Drakor Aema, Kisah di Balik Film Dewasa Legendaris Korea;https://www.liputan6.com/showbiz/read/6140723/sinopsis-drakor-aema-kisah-di-balik-film-dewasa-legendaris-korea;Liputan6.com, Jakarta Drakor anyar Aema yang baru saja tayang pada 22 Agustus 2025 lalu, menghadirkan sebuah kepingan sejarah menarik dalam dunia sinema Korea Selatan. Yakni komedi hitam yang diadaptasi dari kisah nyata di balik produksi film dewasa Korea Selatan yang sangat populer pada tahun 1982, Madame Aema (애마부인). Seperti apa sinopsis drakor ini? Baca Juga Aema berlatar tahun 1980-an, dimulai saat artis kondang Jeong Hee Ran (Lee Ha Nee) mendapat tawaran untuk membintangi film erotis Madame Aema. Tawaran ini ia tolak mentah-mentah, karena saat itu sang aktris sudah menyatakan bahwa ia tak akan lagi tampil dalam film dewasa, dan memulai lembaran baru. Ia bahkan mencoba mendekati sutradara kenamaan, demi memuluskan karier barunya ini. Advertisement Namun langkahnya mandeg. Ia bahkan ditawari memerankan karakter pendukung di Madame Aema, sementara sutradara  Kwak In Woo (Cho Hyun Chul) sudah menjatuhkan aktris pendatang baru untuk peran utamanya, Shin Ju Ae (Bang Hyo Rin).
Kim Woo Bin dan Bae Suzy Reuni di Drama Korea Genie, Make A Wish: Kisah Jinn dan 3 Permintaan di Dunia Modern;https://www.liputan6.com/showbiz/read/6137329/kim-woo-bin-dan-bae-suzy-reuni-di-drama-korea-genie-make-a-wish-kisah-jinn-dan-3-permintaan-di-dunia-modern;Liputan6.com, Jakarta - Bae Suzy akan tampil kembali dalam drama Korea baru berjudul Genie, Make A Wish. Pada series ini, Bae Suzy akan beradu akting dengan Kim Woo Bin. Drama ini membawa kisah komedi romantis yang terjadi antara Jinn (Kim Woo Bin) dan Ka Young (Suzy). Genie, Make A Wish berhasil menarik perhatian dengan chemistry keduanya yang memukau dalam sebuah poster dan teaser yang sudah dirilis. Baca Juga Genie, Make A Wish menjadi drama baru yang ditulis oleh Kim Eun Sook, yang sebelumnya dikenal lewat drama Heirs dan The Glory. Keterlibatan Kim Eun Sook dalam drama ini menambah ekspektasi penonton terhadap kualitas cerita yang ada dalam drama ini. Advertisement Drakor ini mempertemukan kembali Bae Suzy dan Kim Woo Bin yang sebelumnya pernah beradu akting bersama dalam drama Uncontrollably Fond pada tahun 2016.
Kang Ji Young Perankan Dua Tokoh di Drama Korea I Kill You, Tayang di Vidio;https://www.liputan6.com/showbiz/read/6135386/kang-ji-young-perankan-dua-tokoh-di-drama-korea-i-kill-you-tayang-di-vidio;Liputan6.com, Jakarta Drama Korea I Kill You menjadi debut pertama Yoo Ha sebagai sutradara drama, yang menggabungkan genre thriller dan misteri dalam kehidupan keluarga konglomerat. Tayang perdana pada 2025 dengan total 6 episode, kini drama Korea I Kill You, bisa ditonton secara eksklusif di Vidio mulai 22 Agustus 2025 dengan subtitle Indonesia.
Profil Kim Nam Gil, Mantan Sniper dalam Drakor Trigger yang Curi Perhatian Publik;https://www.liputan6.com/showbiz/read/6130291/profil-kim-nam-gil-mantan-sniper-dalam-drakor-trigger-yang-curi-perhatian-publik;Liputan6.com, Jakarta - Aktor papan atas Korea Selatan, Kim Nam Gil, menjadi pusat perhatian berkat proyek terbarunya, Trigger. Drama orisinal Netflix ini menempatkannya sebagai pemeran utama dalam cerita action-thriller yang penuh ketegangan dan adu tembak. Setelah sukses dengan drama fantasi Island, Kim Nam Gil lewat Trigger bertransformasi menjadi Lee Do, polisi berdedikasi yang juga mantan sniper atau penembak jitu militer. Peran ini menampilkan sisi dirinya yang berbeda, yaitu penegak hukum yang berjuang di tengah kekacauan akibat peredaran senjata api ilegal di Korea Selatan. Baca Juga Di balik peran barunya yang intens, terdapat rekam jejak karier Kim Nam Gil yang panjang dan mengagumkan. Selain peran dalam drama laga, kepribadian dan kontribusi Kim Nam Gil di balik layar menjadikannya salah satu aktor paling disegani di industri hiburan. Advertisement Berikut adalah profil hingga fakta unik tentang Kim Nam Gil yang perlu kamu tahu!
Kim Yo Han Kepincut Rugbi Usai Berbulan-Bulan Latihan untuk Drakor  The Winning Try;https://www.liputan6.com/showbiz/read/6123701/kim-yo-han-kepincut-rugbi-usai-berbulan-bulan-latihan-untuk-drakor-the-winning-try;"Liputan6.com, Jakarta Di kehidupan nyata, Kim Yo Han mendalami olahraga taekwondo. Namun dalam proyek terbarunya, drakor The Winning Try, ia mesti mempelajari cabang olahraga baru: rugbi. Dilansir dari Chosun Biz pada Senin (4/8/2025), Kim Yo Han mengaku mempelajari olahraga ini selama berbulan-bulan. Baca Juga “Tiga bulan sebelum syuting dimulai, aku sudah berlatih bersama teman-teman tim rugbi — dari tim sungguhan,"" tuturnya, dalam konferensi pers beberapa waktu lalu. Advertisement Personel grup WEi ini mengaku tak mudah memahami olahraga ini. ""Awalnya, rugbi adalah olahraga yang cukup asing dan menantang bagi kami. Tapi lama-kelamaan aku memahami aturannya dan mulai menikmati permainannya,"" kata dia. Kim Yo Han bahkan mengaku kini sudah sangat menikmati permainan rugbi, yang pada akhirnya membantu aktingnya dalam drakor ini. ""Latihan jadi menyenangkan, bahkan saat hanya bermain touch game (tanpa kontak fisik penuh). Jadi saat syuting pun aku bisa lebih mendalami dan menikmati peranku,"" kata dia. "
8 Drama Korea Underrated, Sampai Tak Banyak Orang Tahu;https://www.liputan6.com/showbiz/read/6125402/8-drama-korea-underrated-sampai-tak-banyak-orang-tahu;Liputan6.com, Jakarta Di tengah hiruk-pikuk drama Korea populer yang selalu jadi bahan pembicaraan, ada deretan judul yang justru luput dari sorotan meski punya kualitas cerita yang tak kalah menarik. Drama-drama ini sering kali memiliki alur yang kuat, akting para pemain yang memukau, dan pesan mendalam yang menyentuh—sayangnya, mereka kurang mendapat perhatian karena minim promosi atau tayang di platform yang tidak sepopuler biasanya. Bagi pencinta K-Drama yang haus akan tontonan segar dan berbeda dari yang mainstream, drama underrated ini bisa jadi harta karun tersembunyi yang layak ditonton. Dalam artikel ini, kami rekomendasikan 8 drama Korea underrated yang mungkin belum banyak orang tahu, tapi siap bikin kamu terkejut dengan kualitasnya. Siap-siap tambah daftar tontonanmu.
Curhat Sutradara S-Line, Susahnya Bikin Visual Garis-Garis Merah di Drakor yang Kini Jadi Meme;https://www.liputan6.com/showbiz/read/6118010/curhat-sutradara-s-line-susahnya-bikin-visual-garis-garis-merah-di-drakor-yang-kini-jadi-meme;"Liputan6.com, Jakarta Drakor S-Line jadi perbincangan warganet, terutama penggemar drama Negeri Ginseng, karena premisnya yang unik sekaligus provokatif. Diadaptasi dari webtoon populer karya Ggomabi, drakor S-Line berkisah tentang garis merah yang tiba-tiba muncul di atas kepala orang-orang yang pernah berhubungan intim. Di media sosial, konsep S-Line ini langsung viral, dan digunakan sebagai meme di media sosial. Baca Juga Meski tampak hanya sebagai garis merah yang menjulur dari atas kepala, rupanya tim drama bekerja ekstra-keras dalam mendesain visualisasinya. Advertisement ""Kami bekerja sama erat dengan tim grafis komputer dan prosesnya memakan waktu sekitar enam bulan, lebih lama daripada mengedit drama lain,"" ujar sutradara drakor yang juga tayang di Vidio ini, Ahn Joo Young, dalam wawancara bersama The Korea Times, dikutip pada Selasa (29/7/2025). Ia meneruskan, ""Kami terus menyesuaikan tekstur dan corak S-Line. Kalau terlalu mirip laser, akan terasa tak padu. Jika terlalu matte, akan menghilang di layar. Kami melakukan banyak percobaan untuk menemukan tekstur yang tepat."""
